"id","gene_id","synonym"
"2901","10261","HM145"
"2902","10261","MIP1aR"
"2903","10261","SCYAR1"
"2904","13755","C C CKR3"
"2905","13755","CC-CKR-3"
"2906","13755","CD193"
"2907","13755","CKR 3"
"2908","13755","CKR3"
"2909","13755","CMKBR3"
"2910","13803","CC-CKR-4"
"2911","13803","CD194"
"2912","13803","CKR4"
"2913","13803","CMKBR4"
"2914","13803","ChemR13"
"2915","13803","HGCN:14099"
"2916","13803","K5-5"
"2917","9715","CC-CKR-5"
"2918","9715","CCCKR5"
"2919","9715","CCR-5"
"2920","9715","CD195"
"2921","9715","CKR-5"
"2922","9715","CKR5"
"2923","9715","CMKBR5"
"2924","9715","IDDM22"
"2925","5421","BLR2"
"2926","5421","CC-CKR-7"
"2927","5421","CCR-7"
"2928","5421","CD197"
"2929","5421","CDw197"
"2930","5421","CMKBR7"
"2931","5421","EBI1"
"2932","13256","CC-CKR-8"
"2933","13256","CCR-8"
"2934","13256","CDw198"
"2935","13256","CKRL1"
"2936","13256","CMKBR8"
"2937","13256","CMKBRL2"
"2938","13256","CY6"
"2939","13256","GPRCY6"
"2940","13256","TER1"
"2941","12485","CHEMERINR"
"2942","12485","ChemR23"
"2943","12485","DEZ"
"2944","12485","RVER1"
"2945","15869","BLT1"
"2946","15869","BLTR"
"2947","15869","CMKRL1"
"2948","15869","GPR16"
"2949","15869","LTB4R1"
"2950","15869","LTBR1"
"2951","15869","P2RY7"
"2952","15869","P2Y7"
"2953","415","ABC30"
"2954","415","CMOAT"
"2955","415","DJS"
"2956","415","MRP2"
"2957","415","cMRP"
"2958","1066","CNCG2"
"2959","1066","CNCG3L"
"2960","1066","CNCG4"
"2961","1066","CNG4"
"2962","1066","CNGB1B"
"2963","1066","GAR1"
"2964","1066","GARP"
"2965","1066","GARP2"
"2966","1066","RCNC2"
"2967","1066","RCNCb"
"2968","1066","RCNCbeta"
"2969","1066","RP45"
"2970","15201","CNCG"
"2971","15201","CNCG1"
"2972","15201","CNG-1"
"2973","15201","CNG1"
"2974","15201","RCNC1"
"2975","15201","RCNCa"
"2976","15201","RCNCalpha"
"2977","15201","RP49"
"2978","7909","ACHM2"
"2979","7909","CCNC1"
"2980","7909","CCNCa"
"2981","7909","CCNCalpha"
"2982","7909","CNCG3"
"2983","7909","CNG3"
"2984","6086","CNCA2"
"2985","6086","CNG-4"
"2986","6086","CNG4"
"2987","6086","CNG5"
"2988","6086","CNGB2"
"2989","6086","OCNC2"
"2990","6086","OCNCBETA"
"2991","6086","OCNCb"
"2992","12379","CNK"
"2993","12379","FNK"
"2994","12379","PLK-3"
"2995","12379","PRK"
"2996","5784","HEL-S-14"
"2997","5784","SMCC"
"2998","5784","Sm-Calp"
"2999","849","-"
"3000","4426","-"
"3001","12368","CNP1"
"3002","4506","CANN6"
"3003","4506","CB-R"
"3004","4506","CB1"
"3005","4506","CB1A"
"3006","4506","CB1K5"
"3007","4506","CB1R"
"3008","4506","CNR"
"3009","14575","CB-2"
"3010","14575","CB2"
"3011","14575","CX5"
"3012","4960","-"
"3013","361","F3"
"3014","361","GP135"
"3015","361","MYPCN"
"3016","3362","CAFYD"
"3017","3362","EDSARTH1"
"3018","3362","EDSC"
"3019","3362","OI1"
"3020","3362","OI2"
"3021","3362","OI3"
"3022","3362","OI4"
"3023","10513","EDSARTH2"
"3024","10513","EDSCV"
"3025","10513","OI4"
"3026","7232","ANFH"
"3027","7232","AOM"
"3028","7232","COL11A3"
"3029","7232","SEDC"
"3030","7232","STL1"
"3031","11380","EDS4A"
"3032","11380","EDSVASC"
"3033","11380","PMGEDSV"
"3034","14393","BSVD"
"3035","14393","BSVD1"
"3036","14393","COL4A1s"
"3037","14393","PADMAL"
"3038","14393","RATOR"
"3039","6477","BSVD2"
"3040","6477","ICH"
"3041","6477","POREN2"
"3042","11478","ATS2"
"3043","11478","ATS3"
"3044","1442","ATS2"
"3045","1442","BFH"
"3046","1442","CA44"
"3047","14480","ASLN"
"3048","14480","ATS"
"3049","14480","ATS1"
"3050","14480","CA54"
"3051","14996","CXDELq22.3"
"3052","14996","DELXq22.3"
"3053","14996","DFNX6"
"3054","5856","EDSC"
"3055","5856","EDSCL1"
"3056","15467","EDSC"
"3057","15467","EDSCL2"
"3058","7608","BTHLM1"
"3059","7608","OPLL"
"3060","7608","UCHMD1"
"3061","7612","BTHLM1"
"3062","7612","PP3610"
"3063","7612","UCMD1"
"3064","10111","BTHLM1"
"3065","10111","DYT27"
"3066","10111","UCMD1"
"3067","3996","EBD1"
"3068","3996","EBDCT"
"3069","3996","EBR1"
"3070","3996","NDNC8"
"3071","7990","C3orf7"
"3072","12027","FECD"
"3073","12027","FECD1"
"3074","12027","PPCD"
"3075","12027","PPCD2"
"3076","3771","DJ149L1.1.2"
"3077","3771","EDM6"
"3078","3771","MED"
"3079","3771","STL4"
"3080","621","DJ39G22.4"
"3081","621","EDM2"
"3082","621","MED"
"3083","621","STL5"
"3084","1870","DJ885L7.4.1"
"3085","1870","EDM3"
"3086","1870","IDD"
"3087","1870","MED"
"3088","5039","-"
"3089","783","CO11A1"
"3090","783","COLL6"
"3091","783","DFNA37"
"3092","783","STL2"
"3093","15463","DFNA13"
"3094","15463","DFNB53"
"3095","15463","FBCG2"
"3096","15463","HKE5"
"3097","15463","OSMEDA"
"3098","15463","OSMEDB"
"3099","15463","PARP"
"3100","15463","STL3"
"3101","3696","BA209D8.1"
"3102","3696","BTHLM2"
"3103","3696","COL12A1L"
"3104","3696","DJ234P15.1"
"3105","3696","EDSMYP"
"3106","3696","UCMD2"
"3107","14976","CMS19"
"3108","14976","COLXIIIA1"
"3109","15475","-"
"3110","1544","447AA"
"3111","1544","FP1572"
"3112","895","BA16H23.2"
"3113","895","BP180"
"3114","895","BPA-2"
"3115","895","BPAG2"
"3116","895","ERED"
"3117","895","LAD-1"
"3118","1480","COL9A1L"
"3119","1480","D6S228E"
"3120","2967","EDM1"
"3121","2967","EPD1"
"3122","2967","MED"
"3123","2967","PSACH"
"3124","2967","THBS5"
"3125","2967","TSP5"
"3126","1884","HEL-S-98n"
"3127","4908","AILJK"
"3128","4908","HEP-COP"
"3129","4908","alpha-COP"
"3130","5681","COPB"
"3131","947","BCD1"
"3132","947","CBA1"
"3133","947","COPEB"
"3134","947","CPBP"
"3135","947","GBF"
"3136","947","PAC1"
"3137","947","ST12"
"3138","947","ZF9"
"3139","6823","COPT1"
"3140","6823","CTR1"
"3141","6822","COPT2"
"3142","6822","CTR2"
"3143","6822","hCTR2"
"3144","3269","AURA2"
"3145","3269","COT"
"3146","3269","EST"
"3147","3269","ESTF"
"3148","3269","MEKK8"
"3149","3269","TPL2"
"3150","3269","Tpl-2"
"3151","3269","c-COT"
"3152","5958","COX IV-1"
"3153","5958","COX4"
"3154","5958","COX4-1"
"3155","5958","COXIV"
"3156","5958","COXIV-1"
"3157","6667","COXVB"
"3158","9267","COX6AH"
"3159","9267","COXVIAH"
"3160","5418","COX6B"
"3161","5418","COXG"
"3162","5418","COXVIb1"
"3163","10566","-"
"3164","9773","COX7A"
"3165","9773","COX7AH"
"3166","9773","COX7AM"
"3167","3827","COX7AL"
"3168","3827","COX7AL1"
"3169","3827","COXVIIAL"
"3170","3827","COXVIIa-L"
"3171","3827","VIIAL"
"3172","5964","APLCC"
"3173","5964","LSDMCA2"
"3174","5496","-"
"3175","145","-"
"3176","10863","COX11P"
"3177","593","CP-2"
"3178","1834","CPA"
"3179","9442","-"
"3180","10240","MC-CPA"
"3181","8878","CPB"
"3182","8878","PASP"
"3183","8878","PCPB"
"3184","1424","CPU"
"3185","1424","PCPB"
"3186","1424","TAFI"
"3187","3330","GP180"
"3188","3434","CPH"
"3189","14624","CPE-R"
"3190","14624","CPER"
"3191","14624","CPETR"
"3192","14624","CPETR1"
"3193","14624","WBSCR8"
"3194","14624","hCPE-R"
"3195","10635","C7orf1"
"3196","10635","CPE-R2"
"3197","10635","CPETR2"
"3198","10635","HRVP1"
"3199","10635","RVP1"
"3200","6616","-"
"3201","4682","CPN"
"3202","4682","SCPN"
"3203","13077","ACBP"
"3204","393","CPSASE1"
"3205","393","PHN"
"3206","3504","CPT1"
"3207","3504","CPT1-L"
"3208","3504","L-CPT1"
"3209","9302","CPT1"
"3210","9302","CPTASE"
"3211","9302","IIAE4"
"3212","15381","C3BR"
"3213","15381","C4BR"
"3214","15381","CD35"
"3215","15381","KN"
"3216","15027","-"
"3217","4398","C3DR"
"3218","4398","CD21"
"3219","4398","CR"
"3220","4398","CVID7"
"3221","4398","SLEB9"
"3222","10905","CRABP"
"3223","10905","CRABP-I"
"3224","10905","CRABPI"
"3225","10905","RBP5"
"3226","7756","CRABP-II"
"3227","7756","RBP6"
"3228","1912","CAT"
"3229","1912","CAT1"
"3230","1912","NBIA8"
"3231","4491","CREB"
"3232","4491","CREB-1"
"3233","4225","CRE-BP1"
"3234","4225","CREB-2"
"3235","4225","CREB2"
"3236","4225","HB16"
"3237","4225","TREB7"
"3238","89","CBP"
"3239","89","KAT3A"
"3240","89","MKHK1"
"3241","89","RSTS"
"3242","89","RSTS1"
"3243","15855","CREB-RP"
"3244","15855","CREBL1"
"3245","15855","G13"
"3246","3622","-"
"3247","1931","CREM-2"
"3248","1931","ICER"
"3249","1931","hCREM-2"
"3250","8322","CRF"
"3251","8322","CRH1"
"3252","8088","CRF-BP"
"3253","8088","CRFBP"
"3254","3064","CRF-RB"
"3255","3064","CRF2"
"3256","3064","CRFR2"
"3257","3064","HM-CRF"
"3258","13624","CRIP"
"3259","13624","CRP2"
"3260","13624","ESP1"
"3261","11079","CRKII"
"3262","11079","p38"
"3263","2020","-"
"3264","1146","CRMP-1"
"3265","1146","DPYSL1"
"3266","1146","DRP-1"
"3267","1146","DRP1"
"3268","1146","ULIP-3"
"3269","6166","PTX1"
"3270","8082","CRT1"
"3271","8082","CRTL1"
"3272","2912","CORD2"
"3273","2912","CRD"
"3274","2912","LCA7"
"3275","2912","OTX3"
"3276","210","DSPD"
"3277","210","PHLL1"
"3278","4849","HCRY2"
"3279","4849","PHLL2"
"3280","3470","CMD1II"
"3281","3470","CRYA2"
"3282","3470","CTPP2"
"3283","3470","CTRCT16"
"3284","3470","HEL-S-101"
"3285","3470","HSPB5"
"3286","3470","MFM2"
"3287","3290","CRYB1"
"3288","3290","CTRCT10"
"3289","10147","CTRCT42"
"3290","14755","CTRCT23"
"3291","14755","CYRBA4"
"3292","14755","MCOPCT4"
"3293","2067","CATCN3"
"3294","2067","CTRCT17"
"3295","17611","CCA2"
"3296","17611","CRYB2"
"3297","17611","CRYB2A"
"3298","17611","CTRCT3"
"3299","17611","D22S665"
"3300","2048","CRYB2B"
"3301","2045","CATCN2"
"3302","2045","CRYB3"
"3303","2045","CTRCT22"
"3304","11387","CRY-g-A"
"3305","11387","CRYG1"
"3306","11387","CRYG5"
"3307","13531","CRYG2"
"3308","13531","CTRCT39"
"3309","10085","CCL"
"3310","10085","CRYG3"
"3311","10085","CTRCT2"
"3312","4486","CACA"
"3313","4486","CCA3"
"3314","4486","CCP"
"3315","4486","CRYG4"
"3316","4486","CTRCT4"
"3317","4486","PCC"
"3318","4486","cry-g-D"
"3319","15823","CRYG8"
"3320","15823","CTRCT20"
"3321","2634","DFNA40"
"3322","2634","THBP"
"3323","4333","-"
"3324","3733","CSBP"
"3325","3733","CSBP1"
"3326","3733","CSBP2"
"3327","3733","CSPB1"
"3328","3733","EXIP"
"3329","3733","Mxi2"
"3330","3733","PRKM14"
"3331","3733","PRKM15"
"3332","3733","RK"
"3333","3733","SAPK2A"
"3334","3733","p38"
"3335","3733","p38ALPHA"
"3336","5117","CAS"
"3337","5117","CSE1"
"3338","5117","XPO2"
"3339","13887","CSF-1"
"3340","13887","MCSF"
"3341","13592","BANDDOS"
"3342","13592","C-FMS"
"3343","13592","CD115"
"3344","13592","CSF-1R"
"3345","13592","CSFR"
"3346","13592","FIM2"
"3347","13592","FMS"
"3348","13592","HDLS"
"3349","13592","M-CSF-R"
"3350","10447","CSF"
"3351","10447","GMCSF"
"3352","15148","CD116"
"3353","15148","CDw116"
"3354","15148","CSF2R"
"3355","15148","CSF2RAX"
"3356","15148","CSF2RAY"
"3357","15148","CSF2RX"
"3358","15148","CSF2RY"
"3359","15148","GM-CSF-R-alpha"
"3360","15148","GMCSFR"
"3361","15148","GMCSFR-alpha"
"3362","15148","GMR"
"3363","15148","GMR-alpha"
"3364","15148","SMDP4"
"3365","15148","alphaGMR"
"3366","2150","CD131"
"3367","2150","CDw131"
"3368","2150","IL3RB"
"3369","2150","IL5RB"
"3370","2150","SMDP5"
"3371","2150","betaGMR"
"3372","3296","C17orf33"
"3373","3296","CSF3OS"
"3374","3296","GCSF"
"3375","4601","CD114"
"3376","4601","GCSFR"
"3377","4601","SCN7"
"3378","6761","CS-1"
"3379","6761","CSA"
"3380","6761","CSMT"
"3381","6761","GHB3"
"3382","6761","PL"
"3383","6761","hCS-1"
"3384","6761","hCS-A"
"3385","15828","CS-2"
"3386","15828","CSB"
"3387","15828","GHB1"
"3388","15828","PL"
"3389","15828","hCS-B"
"3390","15507","CS-5"
"3391","15507","CSHP1"
"3392","15507","CSL"
"3393","15507","GHB4"
"3394","15507","hCS-L"
"3395","2676","-"
"3396","5434","CASA"
"3397","5434","CSN1"
"3398","6531","CASB"
"3399","11906","CNS10"
"3400","11906","CSN10"
"3401","11906","CSNK"
"3402","11906","KCA"
"3403","3945","CK1"
"3404","3945","CK1a"
"3405","3945","CKIa"
"3406","3945","HEL-S-77p"
"3407","3945","HLCDGP1"
"3408","3945","PRO2975"
"3409","7548","ASPS"
"3410","7548","CKI-delta"
"3411","7548","CKId"
"3412","7548","CKIdelta"
"3413","7548","FASPS2"
"3414","7548","HCKID"
"3415","15874","CKIe"
"3416","15874","CKIepsilon"
"3417","15874","HCKIE"
"3418","6263","CK1g2"
"3419","8675","CKI-gamma 3"
"3420","8675","CSNK1G3L"
"3421","2338","CK2A1"
"3422","2338","CKII"
"3423","2338","Cka1"
"3424","2338","Cka2"
"3425","2338","OCNDS"
"3426","1070","CK2A2"
"3427","1070","CK2alpha'"
"3428","1070","CSNK2A1"
"3429","523","CSPG2"
"3430","523","ERVR"
"3431","523","GHAP"
"3432","523","PG-M"
"3433","523","WGN"
"3434","523","WGN1"
"3435","5799","CSPG3"
"3436","12329","CSPG4A"
"3437","12329","HMW-MAA"
"3438","12329","MCSP"
"3439","12329","MCSPG"
"3440","12329","MEL-CSPG"
"3441","12329","MSK16"
"3442","12329","NG2"
"3443","9512","CRP"
"3444","9512","CRP1"
"3445","9512","CSRP"
"3446","9512","CYRP"
"3447","9512","D1S181E"
"3448","9512","HEL-141"
"3449","9512","HEL-S-286"
"3450","12578","CRP2"
"3451","12578","LMO5"
"3452","12578","SmLIM"
"3453","13666","DIC"
"3454","11729","-"
"3455","11727","-"
"3456","2380","ARMD11"
"3457","2380","HEL-S-2"
"3458","2382","-"
"3459","11726","-"
"3460","12601","ECTD15"
"3461","4839","AREI"
"3462","4839","PSS4"
"3463","4839","STF1"
"3464","4839","STFA"
"3465","9640","CPI-B"
"3466","9640","CST6"
"3467","9640","EPM1"
"3468","9640","EPM1A"
"3469","9640","PME"
"3470","9640","STFB"
"3471","9640","ULD"
"3472","2299","CstF-50"
"3473","2299","CstFp50"
"3474","2420","CstF-64"
"3475","12711","CSTF-77"
"3476","13671","CHNG5"
"3477","13671","CSX"
"3478","13671","CSX1"
"3479","13671","HLHS2"
"3480","13671","NKX2.5"
"3481","13671","NKX2E"
"3482","13671","NKX4-1"
"3483","13671","VSD3"
"3484","9579","BARS"
"3485","9579","HADDTS"
"3486","12549","-"
"3487","8590","CT-1"
"3488","8590","CT1"
"3489","4522","CTGF"
"3490","4522","HCS24"
"3491","4522","IGFBP8"
"3492","4522","NOV2"
"3493","4328","-"
"3494","10185","ALPS5"
"3495","10185","CD"
"3496","10185","CD152"
"3497","10185","CELIAC3"
"3498","10185","CTLA-4"
"3499","10185","GRD4"
"3500","10185","GSE"
"3501","10185","IDDM12"
"3502","574","CAP102"
"3503","574","MDPT2"
"3504","910","CAP-R"
"3505","910","CAPR"
"3506","910","CDCBM9"
"3507","910","CT114"
"3508","910","CTNR"
"3509","540","CTNS-LSB"
"3510","540","PQLC4"
"3511","540","SLC66A4"
"3512","11269","CTNNB"
"3513","11269","EVR7"
"3514","11269","MRD19"
"3515","11269","NEDSDV"
"3516","11269","armadillo"
"3517","15213","BCDS2"
"3518","15213","CAS"
"3519","15213","CTNND"
"3520","15213","P120CAS"
"3521","15213","P120CTN"
"3522","15213","p120"
"3523","15213","p120(CAS)"
"3524","15213","p120(CTN)"
"3525","11633","GT24"
"3526","11633","NPRAP"
"3527","12021","CTPS"
"3528","12021","GATD5"
"3529","12021","IMD24"
"3530","10521","APPS"
"3531","10521","CPSB"
"3532","10521","RECEUP"
"3533","14695","CATE"
"3534","2178","CATG"
"3535","2178","CG"
"3536","2685","ACC-4"
"3537","2685","ACC-5"
"3538","2685","ACC4"
"3539","2685","ACC5"
"3540","2685","CPSB"
"3541","7779","CTS02"
"3542","7779","CTSO"
"3543","7779","CTSO1"
"3544","7779","CTSO2"
"3545","7779","PKND"
"3546","7779","PYCD"
"3547","6501","CATL"
"3548","6501","CTSL1"
"3549","6501","MEP"
"3550","6850","CATL2"
"3551","6850","CTSL2"
"3552","6850","CTSU"
"3553","18226","CTSO1"
"3554","10057","-"
"3555","12170","LYPN"
"3556","2305","CTSX"
"3557","18330","CASP"
"3558","18330","CDP"
"3559","18330","CDP/Cut"
"3560","18330","CDP1"
"3561","18330","COY1"
"3562","18330","CUTL1"
"3563","18330","CUX"
"3564","18330","Clox"
"3565","18330","Cux/CDP"
"3566","18330","GDDI"
"3567","18330","GOLIM6"
"3568","18330","Nbla10317"
"3569","18330","p100"
"3570","18330","p110"
"3571","18330","p200"
"3572","18330","p75"
"3573","11333","CCRL1"
"3574","11333","CMKBRL1"
"3575","11333","CMKDR1"
"3576","11333","GPR13"
"3577","11333","GPRV28"
"3578","11333","V28"
"3579","9041","CAR"
"3580","9041","CAR4/6"
"3581","9041","HCAR"
"3582","10887","CYB5"
"3583","10887","MCB5"
"3584","10887","METAG"
"3585","202","CYB561A1"
"3586","202","FRRS2"
"3587","202","ORTHYP2"
"3588","662","p22-PHOX"
"3589","13137","MC3DN6"
"3590","13137","UQCR4"
"3591","13663","CYCL1"
"3592","9146","-"
"3593","1518","BRSS"
"3594","1518","CDMT"
"3595","1518","CYLD1"
"3596","1518","CYLDI"
"3597","1518","EAC"
"3598","1518","MFT"
"3599","1518","MFT1"
"3600","1518","SBS"
"3601","1518","TEM"
"3602","1518","USPL2"
"3603","7396","AHH"
"3604","7396","AHRR"
"3605","7396","CP11"
"3606","7396","CYP1"
"3607","7396","CYPIA1"
"3608","7396","P1-450"
"3609","7396","P450-C"
"3610","7396","P450DX"
"3611","7403","CP12"
"3612","7403","CYPIA2"
"3613","7403","P3-450"
"3614","7403","P450(PA)"
"3615","7043","ASGD6"
"3616","7043","CP1B"
"3617","7043","CYPIB1"
"3618","7043","GLC3A"
"3619","7043","P4501B1"
"3620","18224","CPA6"
"3621","18224","CYP2A"
"3622","18224","CYP2A3"
"3623","18224","CYPIIA6"
"3624","18224","P450C2A"
"3625","18224","P450PB"
"3626","15111","CPA7"
"3627","15111","CPAD"
"3628","15111","CYP2A"
"3629","15111","CYPIIA7"
"3630","15111","P450-IIA4"
"3631","15049","CPAD"
"3632","15049","CYP2A"
"3633","15049","CYPIIA13"
"3634","14964","CPB6"
"3635","14964","CYP2B"
"3636","14964","CYP2B7"
"3637","14964","CYP2B7P"
"3638","14964","CYPIIB6"
"3639","14964","EFVM"
"3640","14964","IIB1"
"3641","14964","P450"
"3642","18255","CYP2B"
"3643","18255","CYP2B7"
"3644","18255","CYP2B7P1"
"3645","10767","CPCJ"
"3646","10767","CYP2C"
"3647","10767","CYPIIC17"
"3648","10767","CYPIIC19"
"3649","10767","P450C2C"
"3650","10767","P450IIC19"
"3651","7062","CPC8"
"3652","7062","CYP2C8DM"
"3653","7062","CYPIIC8"
"3654","7062","MP-12/MP-20"
"3655","7060","CPC9"
"3656","7060","CYP2C"
"3657","7060","CYP2C10"
"3658","7060","CYPIIC9"
"3659","7060","P450IIC9"
"3660","5860","CPE1"
"3661","5860","CYP2E"
"3662","5860","P450-J"
"3663","5860","P450C2E"
"3664","6450","CPJ2"
"3665","6450","CYPIIJ2"
"3666","9726","CP33"
"3667","9726","CP34"
"3668","9726","CYP3A"
"3669","9726","CYP3A3"
"3670","9726","CYPIIIA3"
"3671","9726","CYPIIIA4"
"3672","9726","HLP"
"3673","9726","NF-25"
"3674","9726","P450C3"
"3675","9726","P450PCN1"
"3676","3075","CP35"
"3677","3075","CYPIIIA5"
"3678","3075","P450PCN3"
"3679","3075","PCN3"
"3680","14346","CP4Y"
"3681","14346","CYP4A2"
"3682","14346","CYP4AII"
"3683","14346","CYPIVA11"
"3684","7699","CYPIVB1"
"3685","7699","P-450HP"
"3686","11235","CP7A"
"3687","11235","CYP7"
"3688","11235","CYPVII"
"3689","13322","CP8B"
"3690","13322","CYP12"
"3691","7393","CYP11A"
"3692","7393","CYPXIA1"
"3693","7393","P450SCC"
"3694","9728","CPN1"
"3695","9728","CYP11B"
"3696","9728","FHI"
"3697","9728","P450C11"
"3698","13147","ALDOS"
"3699","13147","CPN2"
"3700","13147","CYP11B"
"3701","13147","CYP11BL"
"3702","13147","CYPXIB2"
"3703","13147","P-450C18"
"3704","13147","P450C18"
"3705","13147","P450aldo"
"3706","8450","CPT7"
"3707","8450","CYP17"
"3708","8450","P450C17"
"3709","8450","S17AH"
"3710","14977","ADAM3"
"3711","14977","CYRN1"
"3712","14977","tMDCI"
"3713","7011","ARO"
"3714","7011","ARO1"
"3715","7011","CPV1"
"3716","7011","CYAR"
"3717","7011","CYP19"
"3718","7011","CYPXIX"
"3719","7011","P-450AROM"
"3720","16817","CA21H"
"3721","16817","CAH1"
"3722","16817","CPS1"
"3723","16817","CYP21"
"3724","16817","CYP21B"
"3725","16817","P450c21B"
"3726","372","CP24"
"3727","372","CYP24"
"3728","372","HCAI"
"3729","372","HCINF1"
"3730","372","P450-CC24"
"3731","6663","CP27"
"3732","6663","CTX"
"3733","6663","CYP27"
"3734","3593","CP2B"
"3735","3593","CYP1"
"3736","3593","CYP1alpha"
"3737","3593","CYP27B"
"3738","3593","P450c1"
"3739","3593","PDDR"
"3740","3593","VDD1"
"3741","3593","VDDR"
"3742","3593","VDDRI"
"3743","3593","VDR"
"3744","12310","SCA37"
"3745","8890","DOC-2"
"3746","8890","DOC2"
"3747","19554","DACH"
"3748","5729","OST2"
"3749","14729","CHAPLE"
"3750","14729","CR"
"3751","14729","CROM"
"3752","14729","DAF"
"3753","14729","TC"
"3754","12308","156DAG"
"3755","12308","A3a"
"3756","12308","AGRNR"
"3757","12308","DAG"
"3758","12308","LGMDR16"
"3759","12308","MDDGA9"
"3760","12308","MDDGC7"
"3761","12308","MDDGC9"
"3762","879","DAGK"
"3763","879","DAGK1"
"3764","879","DGK-alpha"
"3765","6729","DAGK2"
"3766","6729","DGK"
"3767","6729","DGK-BETA"
"3768","758","DAGK3"
"3769","758","DGK-GAMMA"
"3770","8029","DAGK"
"3771","8029","DAGK4"
"3772","8029","DAGK7"
"3773","3578","DAAO"
"3774","3578","DAMOX"
"3775","3578","OXDA"
"3776","3858","-"
"3777","14828","DAPK"
"3778","14828","ROCO3"
"3779","11170","DLK"
"3780","11170","ZIP"
"3781","11170","ZIPK"
"3782","4210","DARS"
"3783","4210","HBSL"
"3784","4210","aspRS"
"3785","15454","BING2"
"3786","15454","DAP6"
"3787","15454","EAP1"
"3788","15454","SMIM40"
"3789","1861","DAZH"
"3790","1861","DAZL1"
"3791","1861","DAZLA"
"3792","1861","SPGYLA"
"3793","1361","DBC1"
"3794","1361","DBCCR1"
"3795","1361","FAM5A"
"3796","5034","DBM"
"3797","5034","ORTHYP1"
"3798","9112","ACBD1"
"3799","9112","ACBP"
"3800","9112","CCK-RP"
"3801","9112","EP"
"3802","3955","D0S117E"
"3803","2938","DABP"
"3804","2938","taxREB302"
"3805","7032","BCATE2"
"3806","7032","BCKAD-E2"
"3807","7032","BCKADE2"
"3808","7032","BCOADC-E2"
"3809","7032","E2"
"3810","7032","E2B"
"3811","14383","CRC18"
"3812","14383","CRCR1"
"3813","14383","HGPPS2"
"3814","14383","IGDCC1"
"3815","14383","MRMV1"
"3816","14383","NTN1R1"
"3817","11247","DCI"
"3818","9184","-"
"3819","289","CSCD"
"3820","289","DSPG2"
"3821","289","PG40"
"3822","289","PGII"
"3823","289","PGS2"
"3824","289","SLRR1B"
"3825","5691","-"
"3826","1408","TRP-2"
"3827","1408","TYRP2"
"3828","1307","DBCN"
"3829","1307","DC"
"3830","1307","LISX"
"3831","1307","SCLH"
"3832","1307","XLIS"
"3833","11254","DDBA"
"3834","11254","UV-DDB1"
"3835","11254","XAP1"
"3836","11254","XPCE"
"3837","11254","XPE"
"3838","11254","XPE-BF"
"3839","6432","DDBB"
"3840","6432","UV-DDB2"
"3841","6432","XPE"
"3842","6116","AADC"
"3843","14362","2-ALPHA-HSD"
"3844","14362","20-ALPHA-HSD"
"3845","14362","C9"
"3846","14362","DD1"
"3847","14362","DD1/DD2"
"3848","14362","DDH"
"3849","14362","DDH1"
"3850","14362","H-37"
"3851","14362","HAKRC"
"3852","14362","HBAB"
"3853","14362","MBAB"
"3854","8721","AKR1C-pseudo"
"3855","8721","BABP"
"3856","8721","DD"
"3857","8721","DD-2"
"3858","8721","DD/BABP"
"3859","8721","DD2"
"3860","8721","DDH2"
"3861","8721","HAKRD"
"3862","8721","HBAB"
"3863","8721","MCDR2"
"3864","8721","SRXY8"
"3865","8721","TDD"
"3866","4317","DDIT1"
"3867","4317","GADD45"
"3868","12580","AltDDIT3"
"3869","12580","C/EBPzeta"
"3870","12580","CEBPZ"
"3871","12580","CHOP"
"3872","12580","CHOP-10"
"3873","12580","CHOP10"
"3874","12580","GADD153"
"3875","17580","AGER1"
"3876","17580","CDG1R"
"3877","17580","GATD6"
"3878","17580","OKSWcl45"
"3879","17580","OST"
"3880","17580","OST48"
"3881","17580","WBP1"
"3882","1399","DBP-RB"
"3883","1399","UKVH5d"
"3884","15981","CAP-Rf"
"3885","15981","DBX"
"3886","15981","DDX14"
"3887","15981","DDX3"
"3888","15981","HLP2"
"3889","15981","MRX102"
"3890","3342","G17P1"
"3891","3342","HLR1"
"3892","3342","HUMP68"
"3893","3342","p68"
"3894","3529","HLR2"
"3895","3529","IDDILF"
"3896","3529","P54"
"3897","3529","RCK"
"3898","12219","-"
"3899","964","DDX8"
"3900","964","Dhr2"
"3901","964","HRH1"
"3902","964","PRP22"
"3903","964","PRPF22"
"3904","6640","DDX9"
"3905","6640","LKP"
"3906","6640","NDH2"
"3907","6640","NDHII"
"3908","6640","RHA"
"3909","12994","Dbp4"
"3910","12994","HRH-J8"
"3911","327","CHL1"
"3912","327","CHLR1"
"3913","327","KRG2"
"3914","327","WABS"
"3915","3442","DBP1"
"3916","3442","DDX15"
"3917","3442","HRH2"
"3918","3442","PRP43"
"3919","3442","PRPF43"
"3920","3442","PrPp43p"
"3921","2730","DECR"
"3922","2730","NADPH"
"3923","2730","SDR18C1"
"3924","10543","DEF4"
"3925","10543","HNP-4"
"3926","10543","HP-4"
"3927","10543","HP4"
"3928","10541","DEF5"
"3929","10541","HD-5"
"3930","10544","DEF6"
"3931","10544","HD-6"
"3932","10546","BD1"
"3933","10546","DEFB-1"
"3934","10546","DEFB101"
"3935","10546","HBD1"
"3936","12559","CDCD3"
"3937","12559","CMD1F"
"3938","12559","CSM1"
"3939","12559","CSM2"
