"id","gene_id","synonym"
"24461","14137","HRG3"
"24462","14137","pro-NRG3"
"24463","660","PRO0327"
"24464","3920","KCC4"
"24465","15181","MEA5"
"24466","15181","MGEA5"
"24467","15181","NCOAT"
"24468","2566","NF-AT5"
"24469","2566","NFATL1"
"24470","2566","NFATZ"
"24471","2566","OREBP"
"24472","2566","TONEBP"
"24473","1766","HNUDC"
"24474","1766","MNUDC"
"24475","1766","NPD011"
"24476","3590","P23"
"24477","3590","TEBP"
"24478","3590","cPGES"
"24479","6800","FTSH"
"24480","6800","MEG4"
"24481","6800","OPA11"
"24482","6800","PAMP"
"24483","6800","YME1L"
"24484","2315","CHA"
"24485","2315","E2BP-1"
"24486","2315","Figlb"
"24487","2315","SOSF1"
"24488","2315","bHLHe82"
"24489","7680","MCCRP2"
"24490","7680","SAK"
"24491","7680","STK18"
"24492","940","-"
"24493","2449","MKMS"
"24494","2449","NEDXCF"
"24495","2449","SA-2"
"24496","2449","SA2"
"24497","2449","SCC3B"
"24498","2449","bA517O1.1"
"24499","11777","-"
"24500","15689","NCRNA00005"
"24501","15689","RFPL3-AS"
"24502","15689","RFPL3-AS1"
"24503","15689","RFPL3ANT"
"24504","15689","RFPL3AS"
"24505","5593","RNF120"
"24506","5587","RNF79"
"24507","1711","BOG"
"24508","1711","RBBP10"
"24509","6044","-"
"24510","3325","SMCR"
"24511","3325","SMS"
"24512","4334","PHTF"
"24513","11658","MEKK2"
"24514","11658","MEKK2B"
"24515","228","MAP19"
"24516","228","MASP-2"
"24517","228","MASP1P1"
"24518","228","sMAP"
"24519","5702","LTXS1"
"24520","5702","SATX2"
"24521","5702","SAX2"
"24522","5702","SPAX2"
"24523","5702","SPG58"
"24524","8973","DFNB114"
"24525","6353","CALL"
"24526","6353","L1CAM2"
"24527","6631","GC36"
"24528","6631","nCL-4"
"24529","5002","C19orf3"
"24530","5002","GIPC"
"24531","5002","GLUT1CBP"
"24532","5002","Hs.6454"
"24533","5002","IIP-1"
"24534","5002","NIP"
"24535","5002","RGS19IP1"
"24536","5002","SEMCAP"
"24537","5002","SYNECTIIN"
"24538","5002","SYNECTIN"
"24539","5002","TIP-2"
"24540","730","ACT1"
"24541","730","C6orf2"
"24542","730","C6orf4"
"24543","730","C6orf5"
"24544","730","C6orf6"
"24545","730","CANDF8"
"24546","730","CIKS"
"24547","730","PSORS13"
"24548","11856","CT92"
"24549","11856","OOSP2B"
"24550","11856","OOSP2L"
"24551","1882","NPAP60"
"24552","1882","NPAP60L"
"24553","6164","Nbla00170"
"24554","4378","CT31"
"24555","4378","JARID1B"
"24556","4378","MRT65"
"24557","4378","PLU-1"
"24558","4378","PLU1"
"24559","4378","PPP1R98"
"24560","4378","PUT1"
"24561","4378","RBBP2H1A"
"24562","4378","RBP2-H1"
"24563","13812","APRO5"
"24564","13812","TOB4"
"24565","13812","TOBL"
"24566","13812","TROB2"
"24567","3789","EF-1a"
"24568","3789","ERFS"
"24569","3789","HBS1"
"24570","3789","HSPC276"
"24571","3789","eRF3c"
"24572","11410","DCAL"
"24573","11410","IRBIT"
"24574","11410","PPP1R78"
"24575","11410","PRO0233"
"24576","11410","XPVKONA"
"24577","8079","SNK"
"24578","8079","hPlk2"
"24579","8079","hSNK"
"24580","342","BRAM1"
"24581","342","BS69"
"24582","342","MRD30"
"24583","14527","FUSIP1"
"24584","14527","FUSIP2"
"24585","14527","NSSR"
"24586","14527","PPP1R149"
"24587","14527","SFRS13"
"24588","14527","SFRS13A"
"24589","14527","SRp38"
"24590","14527","SRrp40"
"24591","14527","TASR"
"24592","14527","TASR1"
"24593","14527","TASR2"
"24594","14207","ZID"
"24595","14207","ZNF482"
"24596","2860","RPP29"
"24597","5674","ARPP-16"
"24598","5674","ARPP-19"
"24599","5674","ARPP16"
"24600","5674","ENSAL"
"24601","12244","ARPP-21"
"24602","12244","R3HDM3"
"24603","12244","RCS"
"24604","12244","TARPP"
"24605","18295","CT-ZFP48"
"24606","18295","HZF7"
"24607","18295","ZNF-EB"
"24608","18295","ZNF-dp"
"24609","18295","ZNF271"
"24610","18295","ZNFEB"
"24611","18913","HZF4"
"24612","18913","ZNF269"
"24613","12491","HZF1"
"24614","11985","HFB101"
"24615","11985","ZF2"
"24616","11985","ZKSCAN19"
"24617","11985","ZSCAN51"
"24618","4587","SID6-1512"
"24619","9634","GAMOS6"
"24620","9634","MIGSB"
"24621","9634","TRM82"
"24622","9634","TRMT82"
"24623","9634","hWH"
"24624","5173","GOUT4"
"24625","5173","NPT4"
"24626","5173","UAQTL4"
"24627","793","HEM2"
"24628","793","NAP1"
"24629","793","NAP125"
"24630","793","p125Nap1"
"24631","8087","-"
"24632","11449","-"
"24633","15101","HZF9"
"24634","15026","HZF8"
"24635","15026","ZNF272"
"24636","1783","HZF3"
"24637","905","NMDMC"
"24638","11219","HSOlf1"
"24639","11219","OLF1"
"24640","5212","RNASEP1"
"24641","5212","bA428J1.3"
"24642","12270","CYSLT1"
"24643","12270","CYSLT1R"
"24644","12270","CYSLTR"
"24645","12270","HMTMF81"
"24646","13934","AF17q25"
"24647","13934","MSF"
"24648","13934","MSF1"
"24649","13934","NAPB"
"24650","13934","PNUTL4"
"24651","13934","SEPT9"
"24652","13934","SINT1"
"24653","13934","SeptD1"
"24654","3936","-"
"24655","12338","CC-CKR-9"
"24656","12338","CDw199"
"24657","12338","GPR-9-6"
"24658","12338","GPR28"
"24659","4854","CX30"
"24660","4854","DFNA3"
"24661","4854","DFNA3B"
"24662","4854","DFNB1B"
"24663","4854","ECTD2"
"24664","4854","ED2"
"24665","4854","EDH"
"24666","4854","HED"
"24667","4854","HED2"
"24668","691","BBS16"
"24669","691","CCCAP"
"24670","691","CCCAP SLSN7"
"24671","691","HSPC085"
"24672","691","NPHP10"
"24673","691","NY-CO-8"
"24674","691","SLSN7"
"24675","691","hCCCAP"
"24676","10734","NY-CO-3"
"24677","10734","SDCCAG3"
"24678","10734","SDDAG3"
"24679","4757","HSP105"
"24680","4757","HSP105A"
"24681","4757","HSP105B"
"24682","4757","NY-CO-25"
"24683","6214","Brush-1"
"24684","6214","SCAR3"
"24685","6214","WAVE3"
"24686","14558","NY-CO-31"
"24687","14558","SDCCAG31"
"24688","14558","p51NOX"
"24689","9251","NYCO16"
"24690","9251","SDCCAG16"
"24691","9251","Utp14"
"24692","9251","dJ537K23.3"
"24693","8129","921-L"
"24694","8129","CPX-2"
"24695","8129","CPX2"
"24696","8129","Hfb1"
"24697","11470","CPX-I"
"24698","11470","CPX1"
"24699","11470","EIEE63"
"24700","2386","HKIB9"
"24701","6896","FRS2-beta"
"24702","6896","FRS2B"
"24703","6896","FRS2beta"
"24704","6896","SNT-2"
"24705","6896","SNT2"
"24706","10856","FRS1A"
"24707","10856","FRS2A"
"24708","10856","FRS2alpha"
"24709","10856","SNT"
"24710","10856","SNT-1"
"24711","10856","SNT1"
"24712","13938","OR11-5"
"24713","13938","OR7E151P"
"24714","14656","HG1058"
"24715","14656","OR11-3"
"24716","14656","OR7E58P"
"24717","14656","OR7E79P"
"24718","14656","OR7E81P"
"24719","14656","OST021"
"24720","17223","EPAG"
"24721","9848","SIAL3"
"24722","11708","C5orf4"
"24723","710","133K02"
"24724","710","C5orf3"
"24725","819","-"
"24726","8009","10-FTHFDH"
"24727","8009","10-fTHF"
"24728","8009","FDH"
"24729","8009","FTHFD"
"24730","9651","LCHC1"
"24731","3092","C7orf16"
"24732","3092","GSBS"
"24733","5858","ALP4"
"24734","5858","GCP-2"
"24735","5858","GCP2"
"24736","5858","Grip103"
"24737","5858","PAMDDFS"
"24738","5858","SPBC97"
"24739","5858","SPC97"
"24740","5858","Spc97p"
"24741","5858","h103p"
"24742","5858","hGCP2"
"24743","5858","hSpc97"
"24744","10998","EPP2"
"24745","3808","ADSD2"
"24746","3808","HSPDE10A"
"24747","3808","IOLOD"
"24748","3808","LINC00473"
"24749","3808","PDE10A19"
"24750","2809","IASPP"
"24751","2809","NKIP1"
"24752","2809","RAI"
"24753","2809","RAI4"
"24754","12254","HPA"
"24755","12254","HPA1"
"24756","12254","HPR1"
"24757","12254","HPSE1"
"24758","12254","HSE1"
"24759","13697","CGI-46"
"24760","13697","ECP-51"
"24761","13697","ECP51"
"24762","13697","INO80J"
"24763","13697","REPTIN"
"24764","13697","RVB2"
"24765","13697","TAP54-beta"
"24766","13697","TIH2"
"24767","13697","TIP48"
"24768","13697","TIP49B"
"24769","2429","Dap1"
"24770","2429","HPR6.6"
"24771","2429","IZA"
"24772","2429","MPR"
"24773","505","CP46"
"24774","505","CYP46"
"24775","2837","CD85J"
"24776","2837","ILT-2"
"24777","2837","ILT2"
"24778","2837","LIR-1"
"24779","2837","LIR1"
"24780","2837","MIR-7"
"24781","2837","MIR7"
"24782","2837","PIR-B"
"24783","2837","PIRB"
"24784","8030","CAON"
"24785","8030","EDM4"
"24786","8030","SAT-1"
"24787","8030","SAT1"
"24788","564","ADAM 28"
"24789","564","MDC-L"
"24790","564","MDCL"
"24791","564","eMDC II"
"24792","564","eMDCII"
"24793","6893","NLT"
"24794","6893","OAT2"
"24795","6893","hOAT11"
"24796","14849","MRF-1"
"24797","14849","MRF1"
"24798","14849","RP11-363D14"
"24799","15717","6S2650E"
"24800","15717","D6S2650E"
"24801","15717","P5-1"
"24802","269","NET-5"
"24803","269","NET5"
"24804","269","PP1057"
"24805","6829","LSFR3A"
"24806","6829","VDU2"
"24807","6829","hVDU2"
"24808","12079","ZMYND9"
"24809","5416","DAP10"
"24810","5416","KAP10"
"24811","5416","PIK3AP"
"24812","11222","CLM-6"
"24813","11222","CMRF-35"
"24814","11222","CMRF-35A"
"24815","11222","CMRF35"
"24816","11222","CMRF35-A1"
"24817","11222","CMRF35A"
"24818","11222","CMRF35A1"
"24819","11222","IGSF16"
"24820","11222","LIR"
"24821","8687","NADP-ME"
"24822","3416","-"
"24823","5561","T49"
"24824","5561","pT49"
"24825","13447","EP3A"
"24826","13447","FAM12A"
"24827","13447","HE3-ALPHA"
"24828","13447","HE3A"
"24829","13447","HE3ALPHA"
"24830","13447","RAM1"
"24831","4331","CFHL3"
"24832","4331","DOWN16"
"24833","4331","FHR-3"
"24834","4331","FHR3"
"24835","4331","HLF4"
"24836","11901","P-B"
"24837","11901","PBII"
"24838","11901","PRL3"
"24839","11901","PROL3"
"24840","11901","SMR1B"
"24841","8377","Tact1"
"24842","14339","-"
"24843","5948","C1QRF"
"24844","5948","C1QTNF14"
"24845","5948","CRF"
"24846","5948","CTRP14"
"24847","3863","MRP-S30"
"24848","3863","PAP"
"24849","3863","PDCD9"
"24850","3863","S30mt"
"24851","872","DIP2"
"24852","872","UTP12"
"24853","725","GPR74"
"24854","725","HLWAR77"
"24855","725","NPFF2"
"24856","725","NPGPR"
"24857","5072","GIR"
"24858","5072","GPR72"
"24859","1551","-"
"24860","3468","LEM6"
"24861","3468","PGC-1(alpha)"
"24862","3468","PGC-1alpha"
"24863","3468","PGC-1v"
"24864","3468","PGC1"
"24865","3468","PGC1A"
"24866","3468","PPARGC1"
"24867","12101","IMD12"
"24868","12101","MLT"
"24869","12101","MLT1"
"24870","12101","PCASP1"
"24871","5377","MMP-24"
"24872","5377","MMP25"
"24873","5377","MT-MMP 5"
"24874","5377","MT-MMP5"
"24875","5377","MT5-MMP"
"24876","5377","MT5MMP"
"24877","5377","MTMMP5"
"24878","6311","CRSBP-1"
"24879","6311","HAR"
"24880","6311","LYVE-1"
"24881","6311","XLKD1"
"24882","17804","PPBPL2"
"24883","17804","SPBPBP"
"24884","12523","54TM"
"24885","12523","FinGER7"
"24886","12523","YIF1"
"24887","12523","YIF1P"
"24888","9733","CPSF30"
"24889","9733","NAR"
"24890","9733","NEB-1"
"24891","9733","NEB1"
"24892","3294","RAP2IP"
"24893","3294","RPIP-8"
"24894","3294","RPIP8"
"24895","3860","SMAP"
"24896","3860","SMAP2"
"24897","3860","p120"
"24898","339","CRA"
"24899","10952","BC10"
"24900","15132","MAN1B"
"24901","6524","FLN29"
"24902","7584","BMKS"
"24903","7584","DIB1"
"24904","7584","DIM1"
"24905","7584","SNRNP15"
"24906","7584","TXNL4"
"24907","7584","U5-15kD"
"24908","471","BNHS"
"24909","471","LNMS"
"24910","471","NTE"
"24911","471","NTEMND"
"24912","471","OMCS"
"24913","471","SPG39"
"24914","471","iPLA2delta"
"24915","471","sws"
"24916","10667","SGT1"
"24917","628","PRO1068"
"24918","628","U-II"
"24919","628","UCN2"
"24920","628","UII"
"24921","5791","CR6"
"24922","5791","DDIT2"
"24923","5791","GADD45gamma"
"24924","5791","GRP17"
"24925","6672","DL"
"24926","6672","ECTD10A"
"24927","6672","ECTD10B"
"24928","6672","ED1R"
"24929","6672","ED3"
"24930","6672","ED5"
"24931","6672","EDA-A1R"
"24932","6672","EDA1R"
"24933","6672","EDA3"
"24934","6672","HRM1"
"24935","1759","PAP"
"24936","1759","PAP-alpha"
"24937","3942","CA150"
"24938","3942","TAF2S"
"24939","3942","Urn1"
"24940","2505","11B6"
"24941","2505","BARTS5"
"24942","2505","BCG-1"
"24943","2505","BCG1"
"24944","2505","HCA10"
"24945","2505","MAGE-D2"
"24946","11450","BTN9.1"
"24947","11450","BTNLR"
"24948","15493","BAT8"
"24949","15493","C6orf30"
"24950","15493","G9A"
"24951","15493","GAT8"
"24952","15493","KMT1C"
"24953","15493","NG36"
"24954","15226","COP9"
"24955","15226","CSN8"
"24956","15226","SGN8"
"24957","15701","E5.1"
"24958","10561","FAST"
"24959","3908","P15"
"24960","3908","PC4"
"24961","3908","p14"
"24962","12179","ASM3A"
"24963","12179","ASML3a"
"24964","12179","yR36GH4.1"
"24965","141","ASK"
"24966","141","CHIF"
"24967","141","DBF4A"
"24968","141","ZDBF1"
"24969","3150","SPIN"
"24970","3150","TDRD24"
"24971","359","RIP1"
"24972","359","RLIP1"
"24973","359","RLIP76"
"24974","18926","DSM-1"
"24975","18926","SFRS2B"
"24976","18926","SRP46"
"24977","5194","ARCD1"
"24978","5194","ARP1"
"24979","14145","Eaf3"
"24980","14145","FWP006"
"24981","14145","HsT17725"
"24982","14145","MEAF3"
"24983","14145","MORFRG15"
"24984","14145","MRG15"
"24985","14145","S863-6"
"24986","10727","AOP-1"
"24987","10727","AOP1"
"24988","10727","HBC189"
"24989","10727","MER5"
"24990","10727","PRO1748"
"24991","10727","SP-22"
"24992","10727","prx-III"
"24993","3492","H-PAST"
"24994","3492","HPAST1"
"24995","3492","PAST"
"24996","3492","PAST1"
"24997","7511","SCA28"
"24998","7511","SPAX5"
"24999","2735","ANXD2"
"25000","157","ESP-1"
"25001","157","ESP1"
"25002","157","TEST1"
"25003","157","TESTISIN"
"25004","88","MRSXBA"
"25005","88","MRXS36"
"25006","88","MRXSBA"
"25007","88","MSL3L1"
"25008","3555","IMAGE145052"
"25009","3555","SMAP"
"25010","2922","ERD2"
"25011","2922","ERD2.1"
"25012","2922","HDEL"
"25013","2922","PM23"
"25014","13723","PRP9"
"25015","13723","PRPF9"
"25016","13723","SAP61"
"25017","13723","SF3a60"
"25018","1065","AP47B"
"25019","1065","CLA20"
"25020","1065","P47B"
"25021","6033","CAB1"
"25022","6033","MLN64"
"25023","6033","es64"
"25024","12947","HNRPA0"
"25025","9042","ANA"
"25026","9042","ANA/BTG3"
"25027","9042","APRO4"
"25028","9042","TOB5"
"25029","9042","TOB55"
"25030","9042","TOFA"
"25031","3158","-"
"25032","430","HTOM34P"
"25033","430","TOM34"
"25034","430","URCC3"
"25035","884","PDIR"
"25036","6189","AIGP1"
"25037","6189","DIFF33"
"25038","6189","SBBI99"
"25039","6189","TDE"
"25040","6189","TDE1"
"25041","6189","TMS-1"
"25042","6588","ERLEC2"
"25043","6588","OS-9"
"25044","8178","B4-2"
"25045","8178","PNAS-145"
"25046","8178","PROL2"
"25047","8178","PRR2"
"25048","1609","P24A"
"25049","1609","RNP24"
"25050","1609","p24"
"25051","1609","p24b1"
"25052","1609","p24beta1"
"25053","11518","C5orf8"
"25054","11518","GP36B"
"25055","11518","VIP36"
"25056","1732","C12orf8"
"25057","1732","ERp28"
"25058","1732","ERp31"
"25059","1732","HEL-S-107"
"25060","1732","PDI-DB"
"25061","1732","PDIA9"
"25062","15825","AF1Q"
"25063","11355","HEL-S-94n"
"25064","11355","HOP"
"25065","11355","IEF-SSP-3521"
"25066","11355","P60"
"25067","11355","STI1"
"25068","11355","STI1L"
"25069","7025","C1orf29"
"25070","7025","GS3686"
"25071","7546","RAR"
"25072","7546","SEC4L"
"25073","4404","EBP2"
"25074","4404","NOBP"
"25075","4404","P40"
"25076","6685","CLIMP-63"
"25077","6685","CLIMP63"
"25078","6685","ERGIC-63"
"25079","6685","p63"
"25080","11723","P24(DELTA)"
"25081","11723","S31I125"
"25082","11723","S31III125"
"25083","11723","TMP21"
"25084","11723","Tmp-21-I"
"25085","11723","p23"
"25086","11723","p24d1"
"25087","3769","ASC1p200"
"25088","3769","HELIC1"
"25089","3769","RNAH"
"25090","8436","AFRO"
"25091","8436","APM2"
"25092","8436","C10orf116"
"25093","8436","apM-2"
"25094","12146","HEAB"
"25095","12146","hClp1"
"25096","1173","KIND2"
"25097","1173","MIG2"
"25098","1173","PLEKHC1"
"25099","1173","UNC112"
"25100","1173","UNC112B"
"25101","1173","mig-2"
"25102","11285","CSN6"
"25103","11285","MOV34-34KD"
"25104","4516","-"
"25105","11034","CSCSC2"
"25106","11034","EB1"
"25107","11034","EB2"
"25108","11034","RP1"
"25109","4541","CCNI1"
"25110","4541","CYC1"
"25111","4541","CYI"
"25112","19198","KCNQ1-AS2"
"25113","19198","KCNQ10T1"
"25114","19198","Kncq1"
"25115","19198","KvDMR1"
"25116","19198","KvLQT1-AS"
"25117","19198","LIT1"
"25118","19198","NCRNA00012"
"25119","1722","GCN1L"
"25120","1722","GCN1L1"
"25121","1722","PRIC295"
"25122","3601","MAP2"
"25123","3601","MNPEP"
"25124","3601","p67eIF2"
"25125","6091","HMP"
"25126","6091","MICOS60"
"25127","6091","MINOS2"
"25128","6091","Mic60"
"25129","6091","P87"
"25130","6091","P87/89"
"25131","6091","P89"
"25132","6091","PIG4"
"25133","6091","PIG52"
"25134","2952","CD85C"
"25135","2952","LIR-8"
"25136","2952","LIR8"
"25137","14504","G17"
"25138","14504","NAT1"
"25139","14504","SN1"
"25140","14504","SNAT3"
"25141","1650","Cus1"
"25142","1650","SAP145"
"25143","1650","SF3B145"
"25144","1650","SF3b1"
"25145","1650","SF3b150"
"25146","6513","SDH"
"25147","2855","209L8"
"25148","2855","AHAS"
"25149","2855","HACL1L"
"25150","2855","ILV2H"
"25151","1519","ACSB"
"25152","1519","ACSVL6"
"25153","1519","BACS"
"25154","1519","BAL"
"25155","1519","FACVL3"
"25156","1519","FATP-5"
"25157","1519","FATP5"
"25158","1519","VLACSR"
"25159","1519","VLCS-H2"
"25160","1519","VLCSH2"
"25161","11065","ACSVL4"
"25162","11065","FATP4"
"25163","11065","IPS"
"25164","7819","ACSVL3"
"25165","7819","FATP3"
"25166","7819","VLCS-3"
"25167","7363","ACSVL1"
"25168","7363","FACVL1"
"25169","7363","FATP2"
"25170","7363","HsT17226"
"25171","7363","VLACS"
"25172","7363","VLCS"
"25173","7363","hFACVL1"
"25174","7696","CT139"
"25175","7696","KNSL6"
"25176","7696","MCAK"
"25177","6303","LEKTI"
"25178","6303","LETKI"
"25179","6303","NETS"
"25180","6303","NS"
"25181","6303","VAKTI"
"25182","14312","CD85K"
"25183","14312","ILT-3"
"25184","14312","ILT3"
"25185","14312","LIR-5"
"25186","14312","LIR5"
"25187","12646","DIPA"
"25188","10001","C49A"
"25189","10001","FISP"
"25190","10001","IL10B"
"25191","10001","MDA7"
"25192","10001","MOB5"
"25193","10001","ST16"
"25194","7239","CRISP7"
"25195","7239","GLIPR"
"25196","7239","RTVP1"
"25197","8240","HsHPK"
"25198","8240","MRD57"
"25199","8240","PKU-ALPHA"
"25200","11200","PRSS20"
"25201","11200","TLSP"
"25202","9406","TMSB15"
"25203","9406","TMSB15B"
"25204","9406","TMSL8"
"25205","9406","TMSNB"
"25206","9406","Tb15"
"25207","9406","TbNB"
"25208","2082","ERD2L3"
"25209","1965","IL1RL1LG"
"25210","1965","Il1rl1l"
"25211","1965","Tp24"
"25212","1965","p24g1"
"25213","4873","HGCLAS"
"25214","4873","HUSSY-01"
"25215","4873","LAS"
"25216","4873","LIP1"
"25217","4873","LS"
"25218","4873","PDHLD"
"25219","2146","BBS19"
"25220","2146","FAP156"
"25221","2146","RABL4"
"25222","2146","RAYL"
"25223","3690","H-ray"
"25224","3690","RAB1C"
"25225","3690","RAY"
"25226","13515","TDRD2"
"25227","2839","CD85I"
"25228","2839","LIR-6"
"25229","2839","LIR6"
"25230","15539","CD85A"
"25231","15539","HL9"
"25232","15539","ILT-5"
"25233","15539","ILT5"
"25234","15539","LILRA6"
"25235","15539","LIR-3"
"25236","15539","LIR3"
"25237","15539","PIR-B"
"25238","15539","PIRB"
"25239","17428","CD85H"
"25240","17428","ILT1"
"25241","17428","LIR-7"
"25242","17428","LIR7"
"25243","9294","HERMES"
"25244","11359","Rab22B"
"25245","3030","CENTA1"
"25246","3030","GCS1L"
"25247","3030","p42IP4"
"25248","5356","ACTDP"
"25249","5356","ADF"
"25250","5356","HEL32"
"25251","5356","bA462D18.2"
"25252","2472","-"
"25253","12495","B3GN-T1"
"25254","12495","B3GNT1"
"25255","12495","B3GNT6"
"25256","12495","BETA3GNTI"
"25257","12495","MDDGA13"
"25258","12495","iGAT"
"25259","12495","iGNT"
"25260","1420","FXY2"
"25261","1420","MRX101"
"25262","1420","RNF60"
"25263","1420","TRIM1"
"25264","3855","LAK-1"
"25265","3855","LAK1"
"25266","3855","PAPD7"
"25267","3855","POLK"
"25268","3855","POLS"
"25269","3855","TRF4"
"25270","3855","TRF4-1"
"25271","3855","TRF41"
"25272","3855","TUTASE5"
"25273","2968","TSPAN21"
"25274","2968","UP1A"
"25275","2968","UPIA"
"25276","2968","UPKA"
"25277","5871","ARM-1"
"25278","5871","ARM1"
"25279","5871","GP110"
"25280","11040","CFIM25"
"25281","11040","CPSF5"
"25282","3660","CFIM"
"25283","3660","CFIM68"
"25284","3660","CFIM72"
"25285","3660","HPBRII-4"
"25286","3660","HPBRII-7"
"25287","776","-"
"25288","562","ZPBP1"
"25289","19599","HUSSY19"
"25290","19599","ROK1"
"25291","7409","HS1-2"
"25292","7409","LABH2"
"25293","7409","PHPS1-2"
"25294","4994","AIP5"
"25295","4994","Tiul1"
"25296","4994","hSDRP1"
"25297","15173","AIP2"
"25298","15173","WWp2-like"
"25299","6698","BRICD3"
"25300","6698","CHM-I"
"25301","6698","CHM1"
"25302","6698","LECT1"
"25303","6698","MYETS1"
"25304","3014","DUS4"
"25305","3014","PP35"
"25306","533","-"
"25307","4583","CEP1"
"25308","4583","CEP110"
"25309","4583","FAN"
"25310","4583","bA165P4.1"
"25311","12554","UBCH10"
"25312","12554","dJ447F3.2"
"25313","13856","HM-1"
"25314","13856","U1SNRNPBP"
"25315","10689","C10orf10"
"25316","10689","DEPP"
"25317","10689","FIG"
"25318","10689","Fseg"
"25319","1818","CAMP-GEFII"
"25320","1818","CGEF2"
"25321","1818","EPAC"
"25322","1818","EPAC 2"
"25323","1818","EPAC2"
"25324","1818","Nbla00496"
"25325","5395","PL6"
"25326","19537","MKP-L"
"25327","19537","MKP6"
"25328","10244","Dpb11"
"25329","10244","TOP2BP1"
"25330","15549","C6orf13"
"25331","15549","HCG1"
"25332","15549","HCGI"
"25333","15549","RNF"
"25334","2751","SCG10"
"25335","2751","SCGN10"
"25336","11932","TPPP/p25"
"25337","11932","TPPP1"
"25338","11932","p24"
"25339","11932","p25"
"25340","11932","p25alpha"
"25341","2064","DFNB28"
"25342","2064","HRIHFB2122"
"25343","2064","TAP68"
"25344","2064","TARA"
"25345","2064","dJ37E16.4"
"25346","9376","-"
"25347","7248","CNA2"
"25348","7248","KTN"
"25349","7248","SLRR2B"
"25350","10411","endocan"
"25351","2316","BYE1"
"25352","2316","C20orf158"
"25353","2316","DATF-1"
"25354","2316","DATF1"
"25355","2316","DIDO2"
"25356","2316","DIDO3"
"25357","2316","DIO-1"
"25358","2316","DIO1"
"25359","2316","dJ885L7.8"
"25360","6376","svph4"
"25361","11390","CT73"
"25362","11390","svph1"
"25363","14734","BIG-3"
"25364","14734","CFAP89"
"25365","14734","SWD3"
"25366","10737","C9orf9"
"25367","10737","Mast"
"25368","9663","ADAM-TS13"
"25369","9663","ADAMTS-13"
"25370","9663","C9orf8"
"25371","9663","VWFCP"
"25372","9663","vWF-CP"
"25373","9664","C9orf7"
"25374","9664","D9S2135"
"25375","9664","FLOWER"
"25376","6487","ADAM-TS8"
"25377","6487","METH2"
"25378","9055","ADAM-TS 11"
"25379","9055","ADAM-TS 5"
"25380","9055","ADAM-TS5"
"25381","9055","ADAMTS-11"
"25382","9055","ADAMTS-5"
"25383","9055","ADAMTS11"
"25384","9055","ADMP-2"
"25385","6724","CG1"
"25386","6724","NLP-1"
"25387","6724","NLP_1"
"25388","6724","NUPL2"
"25389","6724","hCG1"
"25390","8622","SIG13"
"25391","8622","SPUVE"
"25392","8622","ZSIG13"
"25393","1071","PTPD1"
"25394","1071","PTPRL10"
"25395","2892","E1B-AP5"
"25396","2892","E1BAP5"
"25397","2892","HNRPUL1"
"25398","3226","-"
"25399","10216","P14"
"25400","3661","HRB2"
"25401","3661","RIP-1"
"25402","14288","-"
"25403","5467","PFM4"
"25404","5467","ZNF910"
"25405","7164","BCS2"
"25406","7164","PFM2"
"25407","3572","PFM1"
"25408","3053","NS5ATP1"
"25409","4980","CITK"
"25410","4980","CRIK"
"25411","4980","MCPH17"
"25412","4980","STK21"
"25413","7051","EMI"
"25414","7051","EMILIN"
"25415","7051","gp115"
"25416","14265","BT3.2"
"25417","14265","BTF4"
"25418","14265","BTN3.2"
"25419","14265","CD277"
"25420","439","BT3.1"
"25421","439","BTF5"
"25422","439","BTN3.1"
"25423","439","CD277"
"25424","3837","BK14H9.1"
"25425","3837","BT2.1"
"25426","3837","BTF1"
"25427","3837","BTN2.1"
"25428","3837","DJ3E1.1"
"25429","14668","RPTPrho"
"25430","4443","DSCR1L2"
"25431","4443","MCIP3"
"25432","4443","RCN3"
"25433","4443","hRCN3"
"25434","14017","CGI-03"
"25435","14017","HFAF1s"
"25436","14017","UBXD12"
"25437","14017","UBXN3A"
"25438","14017","hFAF1"
"25439","4393","BY55"
"25440","4393","NK1"
"25441","4393","NK28"
"25442","5995","FLA10"
"25443","5995","KLP-20"
"25444","8432","ADDH"
"25445","8432","C160"
"25446","8432","HLD7"
"25447","8432","RPC1"
"25448","8432","RPC155"
"25449","8432","WDRTS"
"25450","8432","hRPC155"
"25451","2803","CLASP"
"25452","2803","SFRS16"
"25453","2803","SWAP2"
"25454","4977","HZwint-1"
"25455","4977","KNTC2AP"
"25456","4977","SIP30"
"25457","4977","ZWINT1"
"25458","6898","calpain11"
"25459","7630","CANP10"
"25460","7630","NIDDM1"
"25461","4481","2E4"
"25462","4481","MRT41"
"25463","5594","BORG5"
"25464","5594","CEP1"
"25465","5594","MSE55"
"25466","388","BAT1"
"25467","388","CSNU3"
"25468","6688","IEF-SSP-9502"
"25469","15558","AD3"
"25470","15558","GRAMD8"
"25471","15558","HBLP1"
"25472","15558","TBC1D8A"
"25473","15558","VRP"
"25474","2915","P50CDC37"
"25475","11540","IL-1-RAPL-1"
"25476","11540","IL-1RAPL-1"
"25477","11540","IL1R8"
"25478","11540","IL1RAPL"
"25479","11540","IL1RAPL-1"
"25480","11540","MRX10"
"25481","11540","MRX21"
"25482","11540","MRX34"
"25483","11540","OPHN4"
"25484","11540","TIGIRR-2"
"25485","11412","PKI-gamma"
