id,name
255,ENSG00000010539_at
256,ENSG00000010610_at
257,ENSG00000010626_at
258,ENSG00000010671_at
259,ENSG00000010704_at
260,ENSG00000010803_at
261,ENSG00000010810_at
262,ENSG00000010818_at
263,ENSG00000010932_at
264,ENSG00000011007_at
265,ENSG00000011009_at
266,ENSG00000011021_at
267,ENSG00000011028_at
268,ENSG00000011083_at
269,ENSG00000011105_at
270,ENSG00000011114_at
271,ENSG00000011132_at
272,ENSG00000011143_at
273,ENSG00000011198_at
274,ENSG00000011201_at
275,ENSG00000011243_at
276,ENSG00000011258_at
277,ENSG00000011260_at
278,ENSG00000011275_at
279,ENSG00000011295_at
280,ENSG00000011304_at
281,ENSG00000011332_at
282,ENSG00000011347_at
283,ENSG00000011376_at
284,ENSG00000011405_at
285,ENSG00000011422_at
286,ENSG00000011426_at
287,ENSG00000011451_at
288,ENSG00000011454_at
289,ENSG00000011465_at
290,ENSG00000011478_at
291,ENSG00000011485_at
292,ENSG00000011523_at
293,ENSG00000011566_at
294,ENSG00000011590_at
295,ENSG00000011600_at
296,ENSG00000011638_at
297,ENSG00000011677_at
298,ENSG00000012048_at
299,ENSG00000012061_at
300,ENSG00000012124_at
301,ENSG00000012171_at
302,ENSG00000012174_at
303,ENSG00000012211_at
304,ENSG00000012223_at
305,ENSG00000012232_at
306,ENSG00000012504_at
307,ENSG00000012660_at
308,ENSG00000012779_at
309,ENSG00000012817_at
310,ENSG00000012822_at
311,ENSG00000012963_at
312,ENSG00000012983_at
313,ENSG00000013016_at
314,ENSG00000013275_at
315,ENSG00000013288_at
316,ENSG00000013293_at
317,ENSG00000013306_at
318,ENSG00000013364_at
319,ENSG00000013374_at
320,ENSG00000013375_at
321,ENSG00000013392_at
322,ENSG00000013441_at
323,ENSG00000013503_at
324,ENSG00000013523_at
325,ENSG00000013561_at
326,ENSG00000013563_at
327,ENSG00000013573_at
328,ENSG00000013583_at
329,ENSG00000013588_at
330,ENSG00000013619_at
331,ENSG00000013725_at
332,ENSG00000013810_at
333,ENSG00000014123_at
334,ENSG00000014164_at
335,ENSG00000014216_at
336,ENSG00000014257_at
337,ENSG00000014641_at
338,ENSG00000014824_at
339,ENSG00000014914_at
340,ENSG00000015133_at
341,ENSG00000015153_at
342,ENSG00000015171_at
343,ENSG00000015285_at
344,ENSG00000015413_at
345,ENSG00000015475_at
346,ENSG00000015520_at
347,ENSG00000015532_at
348,ENSG00000015592_at
349,ENSG00000015676_at
350,ENSG00000016082_at
351,ENSG00000016391_at
352,ENSG00000016402_at
353,ENSG00000016490_at
354,ENSG00000016602_at
355,ENSG00000016864_at
356,ENSG00000017260_at
357,ENSG00000017427_at
358,ENSG00000017483_at
359,ENSG00000017797_at
360,ENSG00000018189_at
361,ENSG00000018236_at
362,ENSG00000018280_at
363,ENSG00000018408_at
364,ENSG00000018510_at
365,ENSG00000018610_at
366,ENSG00000018625_at
367,ENSG00000018699_at
368,ENSG00000018869_at
369,ENSG00000019102_at
370,ENSG00000019144_at
371,ENSG00000019169_at
372,ENSG00000019186_at
373,ENSG00000019485_at
374,ENSG00000019505_at
375,ENSG00000019549_at
376,ENSG00000019582_at
377,ENSG00000019991_at
378,ENSG00000019995_at
379,ENSG00000020129_at
380,ENSG00000020181_at
381,ENSG00000020256_at
382,ENSG00000020577_at
383,ENSG00000020633_at
384,ENSG00000020922_at
385,ENSG00000021300_at
386,ENSG00000021355_at
387,ENSG00000021461_at
388,ENSG00000021488_at
389,ENSG00000021574_at
390,ENSG00000021645_at
391,ENSG00000021762_at
392,ENSG00000021776_at
393,ENSG00000021826_at
394,ENSG00000021852_at
395,ENSG00000022267_at
396,ENSG00000022277_at
397,ENSG00000022355_at
398,ENSG00000022556_at
399,ENSG00000022567_at
400,ENSG00000022840_at
401,ENSG00000022976_at
402,ENSG00000023041_at
403,ENSG00000023171_at
404,ENSG00000023191_at
405,ENSG00000023228_at
406,ENSG00000023287_at
407,ENSG00000023318_at
408,ENSG00000023330_at
409,ENSG00000023445_at
410,ENSG00000023516_at
411,ENSG00000023572_at
412,ENSG00000023608_at
413,ENSG00000023697_at
414,ENSG00000023734_at
415,ENSG00000023839_at
416,ENSG00000023892_at
417,ENSG00000023902_at
418,ENSG00000023909_at
419,ENSG00000024048_at
420,ENSG00000024422_at
421,ENSG00000024526_at
422,ENSG00000024862_at
423,ENSG00000025039_at
424,ENSG00000025156_at
425,ENSG00000025293_at
426,ENSG00000025423_at
427,ENSG00000025434_at
428,ENSG00000025708_at
429,ENSG00000025770_at
430,ENSG00000025772_at
431,ENSG00000025796_at
432,ENSG00000025800_at
433,ENSG00000026025_at
434,ENSG00000026103_at
435,ENSG00000026508_at
436,ENSG00000026559_at
437,ENSG00000026652_at
438,ENSG00000026751_at
439,ENSG00000026950_at
440,ENSG00000027001_at
441,ENSG00000027075_at
442,ENSG00000027644_at
443,ENSG00000027697_at
444,ENSG00000027847_at
445,ENSG00000027869_at
446,ENSG00000028116_at
447,ENSG00000028137_at
448,ENSG00000028203_at
449,ENSG00000028277_at
450,ENSG00000028310_at
451,ENSG00000028528_at
452,ENSG00000028839_at
453,ENSG00000029153_at
454,ENSG00000029363_at
455,ENSG00000029364_at
456,ENSG00000029534_at
457,ENSG00000029559_at
458,ENSG00000029639_at
459,ENSG00000029725_at
460,ENSG00000029993_at
461,ENSG00000030066_at
462,ENSG00000030304_at
463,ENSG00000030582_at
464,ENSG00000031003_at
465,ENSG00000031081_at
466,ENSG00000031691_at
467,ENSG00000031698_at
468,ENSG00000031823_at
469,ENSG00000032219_at
470,ENSG00000032389_at
471,ENSG00000032444_at
472,ENSG00000032742_at
473,ENSG00000033011_at
474,ENSG00000033030_at
475,ENSG00000033100_at
476,ENSG00000033122_at
477,ENSG00000033170_at
478,ENSG00000033178_at
479,ENSG00000033327_at
480,ENSG00000033627_at
481,ENSG00000033800_at
482,ENSG00000033867_at
483,ENSG00000034053_at
484,ENSG00000034152_at
485,ENSG00000034239_at
486,ENSG00000034510_at
487,ENSG00000034533_at
488,ENSG00000034677_at
489,ENSG00000034693_at
490,ENSG00000034713_at
491,ENSG00000034971_at
492,ENSG00000035115_at
493,ENSG00000035141_at
494,ENSG00000035403_at
495,ENSG00000035499_at
496,ENSG00000035664_at
497,ENSG00000035681_at
498,ENSG00000035687_at
499,ENSG00000035720_at
500,ENSG00000035862_at
501,ENSG00000035928_at
502,ENSG00000036054_at
503,ENSG00000036257_at
504,ENSG00000036448_at
505,ENSG00000036530_at
506,ENSG00000036549_at
507,ENSG00000036565_at
508,ENSG00000036672_at
509,ENSG00000036828_at
510,ENSG00000037042_at
511,ENSG00000037280_at
512,ENSG00000037474_at
513,ENSG00000037637_at
514,ENSG00000037749_at
515,ENSG00000037757_at
516,ENSG00000037897_at
517,ENSG00000038002_at
518,ENSG00000038210_at
519,ENSG00000038219_at
520,ENSG00000038274_at
521,ENSG00000038295_at
522,ENSG00000038382_at
523,ENSG00000038427_at
524,ENSG00000038532_at
525,ENSG00000038945_at
526,ENSG00000039068_at
527,ENSG00000039123_at
528,ENSG00000039139_at
529,ENSG00000039319_at
530,ENSG00000039523_at
531,ENSG00000039537_at
532,ENSG00000039560_at
533,ENSG00000039600_at
534,ENSG00000039650_at
535,ENSG00000039987_at
536,ENSG00000040199_at
537,ENSG00000040275_at
538,ENSG00000040341_at
539,ENSG00000040487_at
540,ENSG00000040531_at
541,ENSG00000040608_at
542,ENSG00000040633_at
543,ENSG00000040731_at
544,ENSG00000040933_at
545,ENSG00000041353_at
546,ENSG00000041357_at
547,ENSG00000041515_at
548,ENSG00000041802_at
549,ENSG00000041880_at
550,ENSG00000041982_at
551,ENSG00000041988_at
552,ENSG00000042062_at
553,ENSG00000042088_at
554,ENSG00000042286_at
555,ENSG00000042304_at
556,ENSG00000042317_at
557,ENSG00000042429_at
558,ENSG00000042445_at
559,ENSG00000042493_at
560,ENSG00000042753_at
561,ENSG00000042781_at
562,ENSG00000042813_at
563,ENSG00000042832_at
564,ENSG00000042980_at
565,ENSG00000043039_at
566,ENSG00000043093_at
567,ENSG00000043143_at
568,ENSG00000043355_at
569,ENSG00000043462_at
570,ENSG00000043514_at
571,ENSG00000043591_at
572,ENSG00000044012_at
573,ENSG00000044090_at
574,ENSG00000044115_at
575,ENSG00000044446_at
576,ENSG00000044459_at
577,ENSG00000044524_at
578,ENSG00000044574_at
579,ENSG00000046604_at
580,ENSG00000046647_at
581,ENSG00000046651_at
582,ENSG00000046653_at
583,ENSG00000046774_at
584,ENSG00000046889_at
585,ENSG00000047056_at
586,ENSG00000047188_at
587,ENSG00000047230_at
588,ENSG00000047249_at
589,ENSG00000047315_at
590,ENSG00000047346_at
591,ENSG00000047365_at
592,ENSG00000047410_at
593,ENSG00000047457_at
594,ENSG00000047578_at
595,ENSG00000047579_at
596,ENSG00000047617_at
597,ENSG00000047621_at
598,ENSG00000047634_at
599,ENSG00000047644_at
600,ENSG00000047648_at
601,ENSG00000047662_at
602,ENSG00000047849_at
603,ENSG00000047932_at
604,ENSG00000047936_at
605,ENSG00000048028_at
606,ENSG00000048052_at
607,ENSG00000048140_at
608,ENSG00000048162_at
609,ENSG00000048342_at
610,ENSG00000048392_at
611,ENSG00000048405_at
612,ENSG00000048462_at
613,ENSG00000048471_at
614,ENSG00000048540_at
615,ENSG00000048544_at
616,ENSG00000048649_at
617,ENSG00000048707_at
618,ENSG00000048740_at
619,ENSG00000048828_at
620,ENSG00000048991_at
621,ENSG00000049089_at
622,ENSG00000049130_at
623,ENSG00000049167_at
624,ENSG00000049192_at
625,ENSG00000049239_at
626,ENSG00000049245_at
627,ENSG00000049246_at
628,ENSG00000049247_at
629,ENSG00000049249_at
630,ENSG00000049283_at
631,ENSG00000049323_at
632,ENSG00000049540_at
633,ENSG00000049541_at
634,ENSG00000049618_at
635,ENSG00000049656_at
636,ENSG00000049759_at
637,ENSG00000049768_at
638,ENSG00000049769_at
639,ENSG00000049860_at
640,ENSG00000049883_at
641,ENSG00000050030_at
642,ENSG00000050130_at
643,ENSG00000050165_at
644,ENSG00000050327_at
645,ENSG00000050344_at
646,ENSG00000050393_at
647,ENSG00000050405_at
648,ENSG00000050426_at
649,ENSG00000050438_at
650,ENSG00000050555_at
651,ENSG00000050628_at
652,ENSG00000050730_at
653,ENSG00000050748_at
654,ENSG00000050767_at
655,ENSG00000050820_at
656,ENSG00000051009_at
657,ENSG00000051108_at
658,ENSG00000051128_at
659,ENSG00000051180_at
660,ENSG00000051341_at
661,ENSG00000051382_at
662,ENSG00000051523_at
663,ENSG00000051620_at
664,ENSG00000051825_at
665,ENSG00000052126_at
666,ENSG00000052344_at
667,ENSG00000052723_at
668,ENSG00000052749_at
669,ENSG00000052795_at
670,ENSG00000052802_at
671,ENSG00000052841_at
672,ENSG00000052850_at
673,ENSG00000053108_at
674,ENSG00000053254_at
675,ENSG00000053371_at
676,ENSG00000053372_at
677,ENSG00000053438_at
678,ENSG00000053501_at
679,ENSG00000053524_at
680,ENSG00000053702_at
681,ENSG00000053747_at
682,ENSG00000053770_at
683,ENSG00000053900_at
684,ENSG00000053918_at
685,ENSG00000054116_at
686,ENSG00000054118_at
687,ENSG00000054148_at
688,ENSG00000054179_at
689,ENSG00000054267_at
690,ENSG00000054277_at
691,ENSG00000054282_at
692,ENSG00000054356_at
693,ENSG00000054392_at
694,ENSG00000054523_at
695,ENSG00000054598_at
696,ENSG00000054611_at
697,ENSG00000054654_at
698,ENSG00000054690_at
699,ENSG00000054793_at
700,ENSG00000054796_at
701,ENSG00000054803_at
702,ENSG00000054938_at
703,ENSG00000054965_at
704,ENSG00000054967_at
705,ENSG00000054983_at
706,ENSG00000055044_at
707,ENSG00000055070_at
708,ENSG00000055118_at
709,ENSG00000055130_at
710,ENSG00000055147_at
711,ENSG00000055163_at
712,ENSG00000055208_at
713,ENSG00000055211_at
714,ENSG00000055332_at
715,ENSG00000055483_at
716,ENSG00000055609_at
717,ENSG00000055732_at
718,ENSG00000055917_at
719,ENSG00000055950_at
720,ENSG00000055955_at
721,ENSG00000055957_at
722,ENSG00000056050_at
723,ENSG00000056097_at
724,ENSG00000056277_at
725,ENSG00000056291_at
726,ENSG00000056487_at
727,ENSG00000056558_at
728,ENSG00000056586_at
729,ENSG00000056736_at
730,ENSG00000056972_at
731,ENSG00000056998_at
732,ENSG00000057019_at
733,ENSG00000057149_at
734,ENSG00000057252_at
735,ENSG00000057294_at
736,ENSG00000057468_at
737,ENSG00000057593_at
738,ENSG00000057608_at
739,ENSG00000057657_at
740,ENSG00000057663_at
741,ENSG00000057704_at
742,ENSG00000057757_at
743,ENSG00000057935_at
744,ENSG00000058056_at
745,ENSG00000058063_at
746,ENSG00000058085_at
747,ENSG00000058091_at
748,ENSG00000058262_at
749,ENSG00000058272_at
750,ENSG00000058335_at
751,ENSG00000058404_at
752,ENSG00000058453_at
753,ENSG00000058600_at
754,ENSG00000058668_at
755,ENSG00000058729_at
756,ENSG00000058799_at
757,ENSG00000058804_at
758,ENSG00000058866_at
759,ENSG00000059122_at
760,ENSG00000059145_at
761,ENSG00000059377_at
762,ENSG00000059378_at
763,ENSG00000059573_at
764,ENSG00000059588_at
765,ENSG00000059691_at
766,ENSG00000059728_at
767,ENSG00000059758_at
768,ENSG00000059804_at
769,ENSG00000059915_at
770,ENSG00000060069_at
771,ENSG00000060138_at
772,ENSG00000060140_at
773,ENSG00000060237_at
774,ENSG00000060303_at
775,ENSG00000060339_at
776,ENSG00000060491_at
777,ENSG00000060558_at
778,ENSG00000060566_at
779,ENSG00000060642_at
780,ENSG00000060656_at
781,ENSG00000060688_at
782,ENSG00000060709_at
783,ENSG00000060718_at
784,ENSG00000060749_at
785,ENSG00000060762_at
786,ENSG00000060971_at
787,ENSG00000060982_at
788,ENSG00000061273_at
789,ENSG00000061337_at
790,ENSG00000061455_at
791,ENSG00000061492_at
792,ENSG00000061656_at
793,ENSG00000061676_at
794,ENSG00000061794_at
795,ENSG00000061918_at
796,ENSG00000061936_at
797,ENSG00000061938_at
798,ENSG00000061987_at
799,ENSG00000062038_at
800,ENSG00000062096_at
801,ENSG00000062194_at
802,ENSG00000062282_at
803,ENSG00000062370_at
804,ENSG00000062524_at
805,ENSG00000062598_at
806,ENSG00000062650_at
807,ENSG00000062716_at
808,ENSG00000062725_at
809,ENSG00000063015_at
810,ENSG00000063127_at
811,ENSG00000063176_at
812,ENSG00000063177_at
813,ENSG00000063180_at
814,ENSG00000063241_at
815,ENSG00000063244_at
816,ENSG00000063245_at
817,ENSG00000063322_at
818,ENSG00000063515_at
819,ENSG00000063587_at
820,ENSG00000063601_at
821,ENSG00000063660_at
822,ENSG00000063761_at
823,ENSG00000063854_at
824,ENSG00000063978_at
825,ENSG00000064012_at
826,ENSG00000064042_at
827,ENSG00000064102_at
828,ENSG00000064115_at
829,ENSG00000064195_at
830,ENSG00000064199_at
831,ENSG00000064201_at
832,ENSG00000064205_at
833,ENSG00000064218_at
834,ENSG00000064225_at
835,ENSG00000064270_at
836,ENSG00000064300_at
837,ENSG00000064309_at
838,ENSG00000064313_at
839,ENSG00000064393_at
840,ENSG00000064419_at
841,ENSG00000064490_at
842,ENSG00000064545_at
843,ENSG00000064547_at
844,ENSG00000064601_at
845,ENSG00000064607_at
846,ENSG00000064651_at
847,ENSG00000064652_at
848,ENSG00000064655_at
849,ENSG00000064666_at
850,ENSG00000064687_at
851,ENSG00000064692_at
852,ENSG00000064703_at
853,ENSG00000064726_at
854,ENSG00000064763_at
855,ENSG00000064787_at
856,ENSG00000064835_at
857,ENSG00000064886_at
858,ENSG00000064932_at
859,ENSG00000064933_at
860,ENSG00000064961_at
861,ENSG00000064989_at
862,ENSG00000064995_at
863,ENSG00000064999_at
864,ENSG00000065000_at
865,ENSG00000065029_at
866,ENSG00000065054_at
867,ENSG00000065057_at
868,ENSG00000065060_at
869,ENSG00000065135_at
870,ENSG00000065150_at
871,ENSG00000065154_at
872,ENSG00000065183_at
873,ENSG00000065243_at
874,ENSG00000065268_at
875,ENSG00000065308_at
876,ENSG00000065320_at
877,ENSG00000065325_at
878,ENSG00000065328_at
879,ENSG00000065357_at
880,ENSG00000065361_at
881,ENSG00000065371_at
882,ENSG00000065413_at
883,ENSG00000065427_at
884,ENSG00000065485_at
885,ENSG00000065491_at
886,ENSG00000065518_at
887,ENSG00000065526_at
888,ENSG00000065534_at
889,ENSG00000065548_at
890,ENSG00000065559_at
891,ENSG00000065600_at
892,ENSG00000065609_at
893,ENSG00000065613_at
894,ENSG00000065615_at
895,ENSG00000065618_at
896,ENSG00000065621_at
897,ENSG00000065665_at
898,ENSG00000065675_at
899,ENSG00000065717_at
900,ENSG00000065802_at
901,ENSG00000065809_at
902,ENSG00000065833_at
903,ENSG00000065882_at
904,ENSG00000065883_at
905,ENSG00000065911_at
906,ENSG00000065923_at
907,ENSG00000065970_at
908,ENSG00000065989_at
909,ENSG00000066027_at
910,ENSG00000066032_at
911,ENSG00000066044_at
912,ENSG00000066056_at
913,ENSG00000066084_at
914,ENSG00000066117_at
915,ENSG00000066136_at
916,ENSG00000066185_at
917,ENSG00000066230_at
918,ENSG00000066248_at
919,ENSG00000066279_at
920,ENSG00000066294_at
921,ENSG00000066322_at
922,ENSG00000066336_at
923,ENSG00000066379_at
924,ENSG00000066382_at
925,ENSG00000066405_at
926,ENSG00000066422_at
927,ENSG00000066427_at
928,ENSG00000066455_at
929,ENSG00000066468_at
930,ENSG00000066557_at
931,ENSG00000066583_at
932,ENSG00000066629_at
933,ENSG00000066651_at
934,ENSG00000066654_at
935,ENSG00000066735_at
936,ENSG00000066739_at
937,ENSG00000066777_at
938,ENSG00000066827_at
939,ENSG00000066855_at
940,ENSG00000066923_at
941,ENSG00000066926_at
942,ENSG00000066933_at
943,ENSG00000067048_at
944,ENSG00000067057_at
945,ENSG00000067064_at
946,ENSG00000067066_at
947,ENSG00000067082_at
948,ENSG00000067113_at
949,ENSG00000067141_at
950,ENSG00000067167_at
951,ENSG00000067177_at
952,ENSG00000067182_at
953,ENSG00000067191_at
954,ENSG00000067208_at
955,ENSG00000067221_at
956,ENSG00000067225_at
957,ENSG00000067248_at
958,ENSG00000067334_at
959,ENSG00000067365_at
960,ENSG00000067369_at
961,ENSG00000067445_at
962,ENSG00000067533_at
963,ENSG00000067560_at
964,ENSG00000067596_at
965,ENSG00000067606_at
966,ENSG00000067646_at
967,ENSG00000067704_at
968,ENSG00000067715_at
969,ENSG00000067798_at
970,ENSG00000067829_at
971,ENSG00000067840_at
972,ENSG00000067842_at
973,ENSG00000067900_at
974,ENSG00000067955_at
975,ENSG00000067992_at
976,ENSG00000068001_at
977,ENSG00000068024_at
978,ENSG00000068028_at
979,ENSG00000068078_at
980,ENSG00000068079_at
981,ENSG00000068097_at
982,ENSG00000068120_at
983,ENSG00000068137_at
984,ENSG00000068305_at
985,ENSG00000068308_at
986,ENSG00000068323_at
987,ENSG00000068354_at
988,ENSG00000068383_at
989,ENSG00000068394_at
990,ENSG00000068400_at
991,ENSG00000068438_at
992,ENSG00000068615_at
993,ENSG00000068650_at
994,ENSG00000068654_at
995,ENSG00000068697_at
996,ENSG00000068724_at
997,ENSG00000068745_at
998,ENSG00000068784_at
999,ENSG00000068796_at
1000,ENSG00000068831_at
1001,ENSG00000068878_at
1002,ENSG00000068903_at
1003,ENSG00000068912_at
1004,ENSG00000068971_at
1005,ENSG00000068976_at
1006,ENSG00000068985_at
1007,ENSG00000069011_at
1008,ENSG00000069018_at
1009,ENSG00000069020_at
1010,ENSG00000069122_at
1011,ENSG00000069188_at
1012,ENSG00000069206_at
1013,ENSG00000069248_at
1014,ENSG00000069275_at
1015,ENSG00000069329_at
1016,ENSG00000069345_at
1017,ENSG00000069399_at
1018,ENSG00000069424_at
1019,ENSG00000069431_at
1020,ENSG00000069482_at
1021,ENSG00000069493_at
1022,ENSG00000069509_at
1023,ENSG00000069535_at
1024,ENSG00000069667_at
1025,ENSG00000069696_at
1026,ENSG00000069702_at
1027,ENSG00000069764_at
1028,ENSG00000069812_at
1029,ENSG00000069849_at
1030,ENSG00000069869_at
1031,ENSG00000069943_at
1032,ENSG00000069956_at
1033,ENSG00000069966_at
1034,ENSG00000069974_at
1035,ENSG00000069998_at
1036,ENSG00000070010_at
1037,ENSG00000070018_at
1038,ENSG00000070019_at
1039,ENSG00000070031_at
1040,ENSG00000070047_at
1041,ENSG00000070061_at
1042,ENSG00000070081_at
1043,ENSG00000070159_at
1044,ENSG00000070182_at
1045,ENSG00000070190_at
1046,ENSG00000070193_at
1047,ENSG00000070214_at
1048,ENSG00000070269_at
1049,ENSG00000070366_at
1050,ENSG00000070367_at
1051,ENSG00000070371_at
1052,ENSG00000070388_at
1053,ENSG00000070404_at
1054,ENSG00000070413_at
1055,ENSG00000070423_at
1056,ENSG00000070444_at
1057,ENSG00000070476_at
1058,ENSG00000070495_at
1059,ENSG00000070501_at
1060,ENSG00000070526_at
1061,ENSG00000070540_at
1062,ENSG00000070601_at
1063,ENSG00000070610_at
1064,ENSG00000070614_at
1065,ENSG00000070718_at
1066,ENSG00000070729_at
1067,ENSG00000070748_at
1068,ENSG00000070759_at
1069,ENSG00000070761_at
1070,ENSG00000070770_at
