id,drug_id,cell_id,name,dose,time,replicate
1589,85,1,3016073016,High,8,2
1592,85,1,3016073019,Middle,24,1
1593,85,1,3016073020,Middle,24,2
1586,85,1,3016073013,Middle,8,1
1587,85,1,3016073014,Middle,8,2
1602,86,1,3016073029,Control,24,1
1603,86,1,3016073030,Control,24,2
1596,86,1,3016073023,Control,8,1
1597,86,1,3016073024,Control,8,2
1606,86,1,3016074003,High,24,1
1607,86,1,3016074004,High,24,2
1600,86,1,3016073027,High,8,1
1601,86,1,3016073028,High,8,2
1604,86,1,3016074001,Middle,24,1
1605,86,1,3016074002,Middle,24,2
1598,86,1,3016073025,Middle,8,1
1599,86,1,3016073026,Middle,8,2
1615,87,1,3016074012,Control,24,1
1616,87,1,3016074013,Control,24,2
1609,87,1,3016074006,Control,8,1
1610,87,1,3016074007,Control,8,2
1619,87,1,3016074016,High,24,1
1620,87,1,3016074017,High,24,2
1613,87,1,3016074010,High,8,1
1614,87,1,3016074011,High,8,2
1617,87,1,3016074014,Middle,24,1
1618,87,1,3016074015,Middle,24,2
1611,87,1,3016074008,Middle,8,1
1612,87,1,3016074009,Middle,8,2
1627,88,1,3016074024,Control,24,1
1628,88,1,3016074025,Control,24,2
1621,88,1,3016074018,Control,8,1
1622,88,1,3016074019,Control,8,2
1631,88,1,3016074028,High,24,1
1632,88,1,3016074029,High,24,2
1625,88,1,3016074022,High,8,1
1626,88,1,3016074023,High,8,2
1629,88,1,3016074026,Middle,24,1
1630,88,1,3016074027,Middle,24,2
1623,88,1,3016074020,Middle,8,1
1624,88,1,3016074021,Middle,8,2
1639,89,1,3016075006,Control,24,1
1640,89,1,3016075007,Control,24,2
1633,89,1,3016074030,Control,8,1
1634,89,1,3016075001,Control,8,2
1643,89,1,3016075010,High,24,1
1644,89,1,3016075011,High,24,2
1637,89,1,3016075004,High,8,1
1638,89,1,3016075005,High,8,2
1641,89,1,3016075008,Middle,24,1
1642,89,1,3016075009,Middle,24,2
1635,89,1,3016075002,Middle,8,1
1636,89,1,3016075003,Middle,8,2
1651,90,1,3016075018,Control,24,1
1652,90,1,3016075019,Control,24,2
1645,90,1,3016075012,Control,8,1
1646,90,1,3016075013,Control,8,2
1655,90,1,3016075022,High,24,1
1656,90,1,3016075023,High,24,2
1649,90,1,3016075016,High,8,1
1650,90,1,3016075017,High,8,2
1653,90,1,3016075020,Middle,24,1
1654,90,1,3016075021,Middle,24,2
1647,90,1,3016075014,Middle,8,1
1648,90,1,3016075015,Middle,8,2
1663,91,1,3016075030,Control,24,1
1680,91,1,3016076030,Control,24,2
1657,91,1,3016075024,Control,8,1
1658,91,1,3016075025,Control,8,2
1666,91,1,3016076004,High,24,1
1667,91,1,3016076005,High,24,2
1661,91,1,3016075028,High,8,1
1662,91,1,3016075029,High,8,2
1664,91,1,3016076002,Middle,24,1
1665,91,1,3016076003,Middle,24,2
1659,91,1,3016075026,Middle,8,1
1660,91,1,3016075027,Middle,8,2
1674,92,1,3016076024,Control,24,1
1675,92,1,3016076025,Control,24,2
1668,92,1,3016076018,Control,8,1
1669,92,1,3016076019,Control,8,2
1678,92,1,3016076028,High,24,1
1679,92,1,3016076029,High,24,2
1672,92,1,3016076022,High,8,1
1673,92,1,3016076023,High,8,2
1676,92,1,3016076026,Middle,24,1
1677,92,1,3016076027,Middle,24,2
1670,92,1,3016076020,Middle,8,1
1671,92,1,3016076021,Middle,8,2
1687,93,1,3016077007,Control,24,1
1688,93,1,3016077008,Control,24,2
1681,93,1,3016077001,Control,8,1
1682,93,1,3016077002,Control,8,2
1691,93,1,3016077011,High,24,1
1692,93,1,3016077012,High,24,2
1685,93,1,3016077005,High,8,1
1686,93,1,3016077006,High,8,2
1689,93,1,3016077009,Middle,24,1
1690,93,1,3016077010,Middle,24,2
1683,93,1,3016077003,Middle,8,1
1684,93,1,3016077004,Middle,8,2
1699,94,1,3016077019,Control,24,1
1700,94,1,3016077020,Control,24,2
1693,94,1,3016077013,Control,8,1
1694,94,1,3016077014,Control,8,2
1703,94,1,3016077023,High,24,1
1704,94,1,3016077024,High,24,2
1697,94,1,3016077017,High,8,1
1698,94,1,3016077018,High,8,2
1701,94,1,3016077021,Middle,24,1
1702,94,1,3016077022,Middle,24,2
1695,94,1,3016077015,Middle,8,1
1696,94,1,3016077016,Middle,8,2
1708,95,1,3016078001,Control,24,1
1709,95,1,3016078002,Control,24,2
1705,95,1,3016077025,Control,8,1
1723,95,1,3016078019,Control,8,2
1712,95,1,3016078005,High,24,1
1713,95,1,3016078006,High,24,2
1707,95,1,3016077030,High,8,2
1725,95,1,3016078021,High,8,1
1710,95,1,3016078003,Middle,24,1
1711,95,1,3016078004,Middle,24,2
1706,95,1,3016077027,Middle,8,1
1724,95,1,3016078020,Middle,8,2
1718,96,1,3016078013,Control,24,1
1719,96,1,3016078014,Control,24,2
1714,96,1,3016078008,Control,8,2
1748,96,1,3016079016,Control,8,1
1721,96,1,3016078017,High,24,1
1722,96,1,3016078018,High,24,2
1717,96,1,3016078011,High,8,1
1749,96,1,3016079017,High,8,2
1720,96,1,3016078016,Middle,24,2
1750,96,1,3016079018,Middle,24,1
1715,96,1,3016078009,Middle,8,1
1716,96,1,3016078010,Middle,8,2
1731,97,1,3016078029,Control,24,2
1752,97,1,3016079020,Control,24,1
1726,97,1,3016078023,Control,8,2
1751,97,1,3016079019,Control,8,1
1734,97,1,3016079002,High,24,1
1735,97,1,3016079003,High,24,2
1729,97,1,3016078026,High,8,1
1730,97,1,3016078027,High,8,2
1732,97,1,3016078030,Middle,24,1
1733,97,1,3016079001,Middle,24,2
1727,97,1,3016078024,Middle,8,1
1728,97,1,3016078025,Middle,8,2
1742,98,1,3016079010,Control,24,1
1743,98,1,3016079011,Control,24,2
1736,98,1,3016079004,Control,8,1
1737,98,1,3016079005,Control,8,2
1746,98,1,3016079014,High,24,1
1747,98,1,3016079015,High,24,2
1740,98,1,3016079008,High,8,1
1741,98,1,3016079009,High,8,2
1744,98,1,3016079012,Middle,24,1
1745,98,1,3016079013,Middle,24,2
1738,98,1,3016079006,Middle,8,1
1739,98,1,3016079007,Middle,8,2
1758,99,1,3016079027,Control,24,1
1759,99,1,3016079028,Control,24,2
1753,99,1,3016079021,Control,8,1
1754,99,1,3016079022,Control,8,2
1762,99,1,3016080001,High,24,1
1763,99,1,3016080002,High,24,2
1757,99,1,3016079026,High,8,2
1871,99,1,3016084014,High,8,1
1760,99,1,3016079029,Middle,24,1
1761,99,1,3016079030,Middle,24,2
1755,99,1,3016079023,Middle,8,1
1756,99,1,3016079024,Middle,8,2
1770,100,1,3016080009,Control,24,1
1771,100,1,3016080010,Control,24,2
1764,100,1,3016080003,Control,8,1
1765,100,1,3016080004,Control,8,2
1774,100,1,3016080013,High,24,1
1775,100,1,3016080014,High,24,2
1768,100,1,3016080007,High,8,1
1769,100,1,3016080008,High,8,2
1772,100,1,3016080011,Middle,24,1
1773,100,1,3016080012,Middle,24,2
1766,100,1,3016080005,Middle,8,1
1767,100,1,3016080006,Middle,8,2
1782,101,1,3016080021,Control,24,1
1783,101,1,3016080022,Control,24,2
1776,101,1,3016080015,Control,8,1
1777,101,1,3016080016,Control,8,2
1786,101,1,3016080025,High,24,1
1787,101,1,3016080026,High,24,2
1780,101,1,3016080019,High,8,1
1781,101,1,3016080020,High,8,2
1784,101,1,3016080023,Middle,24,1
1785,101,1,3016080024,Middle,24,2
1778,101,1,3016080017,Middle,8,1
1779,101,1,3016080018,Middle,8,2
1794,102,1,3016081003,Control,24,1
1795,102,1,3016081004,Control,24,2
1788,102,1,3016080027,Control,8,1
1789,102,1,3016080028,Control,8,2
1798,102,1,3016081007,High,24,1
1799,102,1,3016081008,High,24,2
1792,102,1,3016081001,High,8,1
1793,102,1,3016081002,High,8,2
1796,102,1,3016081005,Middle,24,1
1797,102,1,3016081006,Middle,24,2
1790,102,1,3016080029,Middle,8,1
1791,102,1,3016080030,Middle,8,2
1806,103,1,3016081015,Control,24,1
1807,103,1,3016081016,Control,24,2
1800,103,1,3016081009,Control,8,1
1801,103,1,3016081010,Control,8,2
1810,103,1,3016081019,High,24,1
1811,103,1,3016081020,High,24,2
1804,103,1,3016081013,High,8,1
1805,103,1,3016081014,High,8,2
1808,103,1,3016081017,Middle,24,1
1809,103,1,3016081018,Middle,24,2
1802,103,1,3016081011,Middle,8,1
1803,103,1,3016081012,Middle,8,2
1818,104,1,3016082020,Control,24,1
1819,104,1,3016082021,Control,24,2
1812,104,1,3016082014,Control,8,1
1813,104,1,3016082015,Control,8,2
1822,104,1,3016082024,High,24,1
1823,104,1,3016082025,High,24,2
1816,104,1,3016082018,High,8,1
1817,104,1,3016082019,High,8,2
1820,104,1,3016082022,Middle,24,1
1821,104,1,3016082023,Middle,24,2
1814,104,1,3016082016,Middle,8,1
1815,104,1,3016082017,Middle,8,2
1830,105,1,3016083002,Control,24,1
1831,105,1,3016083003,Control,24,2
1824,105,1,3016082026,Control,8,1
1825,105,1,3016082027,Control,8,2
1834,105,1,3016083006,High,24,1
1835,105,1,3016083007,High,24,2
1828,105,1,3016082030,High,8,1
1829,105,1,3016083001,High,8,2
1832,105,1,3016083004,Middle,24,1
1833,105,1,3016083005,Middle,24,2
1826,105,1,3016082028,Middle,8,1
1827,105,1,3016082029,Middle,8,2
1842,106,1,3016083014,Control,24,1
1843,106,1,3016083015,Control,24,2
1836,106,1,3016083008,Control,8,1
1837,106,1,3016083009,Control,8,2
1846,106,1,3016083018,High,24,1
1847,106,1,3016083019,High,24,2
1840,106,1,3016083012,High,8,1
1841,106,1,3016083013,High,8,2
1844,106,1,3016083016,Middle,24,1
1845,106,1,3016083017,Middle,24,2
1838,106,1,3016083010,Middle,8,1
1839,106,1,3016083011,Middle,8,2
1854,107,1,3016083026,Control,24,1
1855,107,1,3016083027,Control,24,2
1848,107,1,3016083020,Control,8,1
1849,107,1,3016083021,Control,8,2
1858,107,1,3016083030,High,24,1
1859,107,1,3016084001,High,24,2
1852,107,1,3016083024,High,8,1
1853,107,1,3016083025,High,8,2
1856,107,1,3016083028,Middle,24,1
1857,107,1,3016083029,Middle,24,2
1850,107,1,3016083022,Middle,8,1
1851,107,1,3016083023,Middle,8,2
1866,108,1,3016084008,Control,24,1
1867,108,1,3016084009,Control,24,2
1860,108,1,3016084002,Control,8,1
1861,108,1,3016084003,Control,8,2
1869,108,1,3016084012,High,24,1
1870,108,1,3016084013,High,24,2
1864,108,1,3016084006,High,8,1
1865,108,1,3016084007,High,8,2
1868,108,1,3016084010,Middle,24,1
1961,108,1,3016087024,Middle,24,2
1862,108,1,3016084004,Middle,8,1
1863,108,1,3016084005,Middle,8,2
1878,109,1,3016084021,Control,24,1
1879,109,1,3016084022,Control,24,2
1872,109,1,3016084015,Control,8,1
1873,109,1,3016084016,Control,8,2
1882,109,1,3016084025,High,24,1
1883,109,1,3016084026,High,24,2
1876,109,1,3016084019,High,8,1
1877,109,1,3016084020,High,8,2
1880,109,1,3016084023,Middle,24,1
1881,109,1,3016084024,Middle,24,2
1874,109,1,3016084017,Middle,8,1
1875,109,1,3016084018,Middle,8,2
1886,110,1,3016085003,Control,24,1
1887,110,1,3016085004,Control,24,2
1974,110,1,3016088007,Control,8,1
1975,110,1,3016088008,Control,8,2
1890,110,1,3016085007,High,24,1
1891,110,1,3016085008,High,24,2
1884,110,1,3016085001,High,8,1
1885,110,1,3016085002,High,8,2
1888,110,1,3016085005,Middle,24,1
1889,110,1,3016085006,Middle,24,2
1976,110,1,3016088009,Middle,8,1
1977,110,1,3016088010,Middle,8,2
1898,111,1,3016085015,Control,24,1
1899,111,1,3016085016,Control,24,2
1892,111,1,3016085009,Control,8,1
1893,111,1,3016085010,Control,8,2
1902,111,1,3016085019,High,24,1
1903,111,1,3016085020,High,24,2
1896,111,1,3016085013,High,8,1
1897,111,1,3016085014,High,8,2
1900,111,1,3016085017,Middle,24,1
1901,111,1,3016085018,Middle,24,2
1894,111,1,3016085011,Middle,8,1
1895,111,1,3016085012,Middle,8,2
1910,112,1,3016085027,Control,24,1
1911,112,1,3016085028,Control,24,2
1904,112,1,3016085021,Control,8,1
1905,112,1,3016085022,Control,8,2
1914,112,1,3016086001,High,24,1
1915,112,1,3016086002,High,24,2
1908,112,1,3016085025,High,8,1
1909,112,1,3016085026,High,8,2
1912,112,1,3016085029,Middle,24,1
1913,112,1,3016085030,Middle,24,2
1906,112,1,3016085023,Middle,8,1
1907,112,1,3016085024,Middle,8,2
1922,113,1,3016086009,Control,24,1
1923,113,1,3016086010,Control,24,2
1916,113,1,3016086003,Control,8,1
1917,113,1,3016086004,Control,8,2
1926,113,1,3016086013,High,24,1
1927,113,1,3016086014,High,24,2
1920,113,1,3016086007,High,8,1
1921,113,1,3016086008,High,8,2
1924,113,1,3016086011,Middle,24,1
1925,113,1,3016086012,Middle,24,2
1918,113,1,3016086005,Middle,8,1
1919,113,1,3016086006,Middle,8,2
1934,114,1,3016086021,Control,24,1
1935,114,1,3016086022,Control,24,2
1928,114,1,3016086015,Control,8,1
1929,114,1,3016086016,Control,8,2
1938,114,1,3016086025,High,24,1
1939,114,1,3016086026,High,24,2
1932,114,1,3016086019,High,8,1
1933,114,1,3016086020,High,8,2
1936,114,1,3016086023,Middle,24,1
1937,114,1,3016086024,Middle,24,2
1930,114,1,3016086017,Middle,8,1
1931,114,1,3016086018,Middle,8,2
1946,115,1,3016087003,Control,24,1
1947,115,1,3016087004,Control,24,2
1940,115,1,3016086027,Control,8,1
1941,115,1,3016086028,Control,8,2
1950,115,1,3016087007,High,24,1
1951,115,1,3016087008,High,24,2
1944,115,1,3016087001,High,8,1
1945,115,1,3016087002,High,8,2
1948,115,1,3016087005,Middle,24,1
1949,115,1,3016087006,Middle,24,2
1942,115,1,3016086029,Middle,8,1
1943,115,1,3016086030,Middle,8,2
1957,116,1,3016087015,Control,24,1
1958,116,1,3016087016,Control,24,2
1952,116,1,3016087009,Control,8,1
1953,116,1,3016087010,Control,8,2
1960,116,1,3016087019,High,24,1
1980,116,1,3016088017,High,24,2
1956,116,1,3016087013,High,8,1
1978,116,1,3016088015,High,8,2
1959,116,1,3016087017,Middle,24,1
1979,116,1,3016088016,Middle,24,2
1954,116,1,3016087011,Middle,8,1
1955,116,1,3016087012,Middle,8,2
1968,117,1,3016088001,Control,24,1
1969,117,1,3016088002,Control,24,2
1962,117,1,3016087025,Control,8,1
1963,117,1,3016087026,Control,8,2
1972,117,1,3016088005,High,24,1
1973,117,1,3016088006,High,24,2
1966,117,1,3016087029,High,8,1
1967,117,1,3016087030,High,8,2
1970,117,1,3016088003,Middle,24,1
1971,117,1,3016088004,Middle,24,2
1964,117,1,3016087027,Middle,8,1
1965,117,1,3016087028,Middle,8,2
1987,118,1,3016088024,Control,24,1
1988,118,1,3016088025,Control,24,2
1981,118,1,3016088018,Control,8,1
1982,118,1,3016088019,Control,8,2
1991,118,1,3016088028,High,24,1
1992,118,1,3016088029,High,24,2
1985,118,1,3016088022,High,8,1
1986,118,1,3016088023,High,8,2
1989,118,1,3016088026,Middle,24,1
1990,118,1,3016088027,Middle,24,2
1983,118,1,3016088020,Middle,8,1
1984,118,1,3016088021,Middle,8,2
1999,119,1,3016089006,Control,24,1
2000,119,1,3016089007,Control,24,2
1993,119,1,3016088030,Control,8,1
1994,119,1,3016089001,Control,8,2
2003,119,1,3016089010,High,24,1
2004,119,1,3016089011,High,24,2
1997,119,1,3016089004,High,8,1
1998,119,1,3016089005,High,8,2
2001,119,1,3016089008,Middle,24,1
2002,119,1,3016089009,Middle,24,2
1995,119,1,3016089002,Middle,8,1
1996,119,1,3016089003,Middle,8,2
2005,120,1,3016092020,Control,24,1
2006,120,1,3016092021,Control,24,2
2009,120,1,3016092024,High,24,1
2010,120,1,3016092025,High,24,2
2007,120,1,3016092022,Middle,24,1
2008,120,1,3016092023,Middle,24,2
2011,121,1,3016092026,Control,24,1
2012,121,1,3016092027,Control,24,2
2015,121,1,3016092030,High,24,1
2016,121,1,3016093001,High,24,2
2013,121,1,3016092028,Middle,24,1
2014,121,1,3016092029,Middle,24,2
2017,122,1,3016093002,Control,24,1
2018,122,1,3016093003,Control,24,2
2021,122,1,3016093006,High,24,1
2022,122,1,3016093007,High,24,2
2019,122,1,3016093004,Middle,24,1
2020,122,1,3016093005,Middle,24,2
2023,123,1,3016093008,Control,24,1
2024,123,1,3016093009,Control,24,2
2027,123,1,3016093012,High,24,1
2028,123,1,3016093013,High,24,2
2025,123,1,3016093010,Middle,24,1
2026,123,1,3016093011,Middle,24,2
2029,124,1,3016093014,Control,24,1
2030,124,1,3016093015,Control,24,2
2033,124,1,3016093018,High,24,1
2034,124,1,3016093019,High,24,2
2031,124,1,3016093016,Middle,24,1
2032,124,1,3016093017,Middle,24,2
2043,125,1,3016095016,Control,24,1
2044,125,1,3016095017,Control,24,2
2035,125,1,3016095008,Control,8,1
2036,125,1,3016095009,Control,8,2
2049,125,1,3016095022,High,24,1
2050,125,1,3016095023,High,24,2
2041,125,1,3016095014,High,8,1
2042,125,1,3016095015,High,8,2
2045,125,1,3016095018,Low,24,1
2046,125,1,3016095019,Low,24,2
2037,125,1,3016095010,Low,8,1
2038,125,1,3016095011,Low,8,2
2047,125,1,3016095020,Middle,24,1
2048,125,1,3016095021,Middle,24,2
2039,125,1,3016095012,Middle,8,1
2040,125,1,3016095013,Middle,8,2
2059,126,1,3016096002,Control,24,1
2060,126,1,3016096003,Control,24,2
2051,126,1,3016095024,Control,8,1
2052,126,1,3016095025,Control,8,2
2065,126,1,3016096008,High,24,1
2057,126,1,3016095030,High,8,1
2058,126,1,3016096001,High,8,2
2061,126,1,3016096004,Low,24,1
2062,126,1,3016096005,Low,24,2
2053,126,1,3016095026,Low,8,1
2054,126,1,3016095027,Low,8,2
2063,126,1,3016096006,Middle,24,1
2064,126,1,3016096007,Middle,24,2
2055,126,1,3016095028,Middle,8,1
2056,126,1,3016095029,Middle,8,2
2073,127,1,3016100016,Control,24,1
2074,127,1,3016100017,Control,24,2
2066,127,1,3016100009,Control,8,1
2067,127,1,3016100010,Control,8,2
2079,127,1,3016100022,High,24,2
2071,127,1,3016100014,High,8,1
2072,127,1,3016100015,High,8,2
2075,127,1,3016100018,Low,24,1
2076,127,1,3016100019,Low,24,2
2068,127,1,3016100011,Low,8,1
2135,127,1,3016102018,Low,8,2
2077,127,1,3016100020,Middle,24,1
2078,127,1,3016100021,Middle,24,2
2069,127,1,3016100012,Middle,8,1
2070,127,1,3016100013,Middle,8,2
2088,128,1,3016101001,Control,24,1
2089,128,1,3016101002,Control,24,2
2080,128,1,3016100023,Control,8,1
2081,128,1,3016100024,Control,8,2
2094,128,1,3016101007,High,24,1
2095,128,1,3016101008,High,24,2
2086,128,1,3016100029,High,8,1
2087,128,1,3016100030,High,8,2
2090,128,1,3016101003,Low,24,1
2091,128,1,3016101004,Low,24,2
2082,128,1,3016100025,Low,8,1
2083,128,1,3016100026,Low,8,2
2092,128,1,3016101005,Middle,24,1
2093,128,1,3016101006,Middle,24,2
2084,128,1,3016100027,Middle,8,1
2085,128,1,3016100028,Middle,8,2
2104,129,1,3016101017,Control,24,1
2105,129,1,3016101018,Control,24,2
2096,129,1,3016101009,Control,8,1
2097,129,1,3016101010,Control,8,2
2110,129,1,3016101023,High,24,1
2111,129,1,3016101024,High,24,2
2102,129,1,3016101015,High,8,1
2103,129,1,3016101016,High,8,2
2106,129,1,3016101019,Low,24,1
2107,129,1,3016101020,Low,24,2
2098,129,1,3016101011,Low,8,1
2099,129,1,3016101012,Low,8,2
2108,129,1,3016101021,Middle,24,1
2109,129,1,3016101022,Middle,24,2
2100,129,1,3016101013,Middle,8,1
2101,129,1,3016101014,Middle,8,2
2120,130,1,3016102003,Control,24,1
2121,130,1,3016102004,Control,24,2
2112,130,1,3016101025,Control,8,1
2113,130,1,3016101026,Control,8,2
2126,130,1,3016102009,High,24,1
2127,130,1,3016102010,High,24,2
2118,130,1,3016102001,High,8,1
2119,130,1,3016102002,High,8,2
2122,130,1,3016102005,Low,24,1
2123,130,1,3016102006,Low,24,2
2114,130,1,3016101027,Low,8,1
2115,130,1,3016101028,Low,8,2
2124,130,1,3016102007,Middle,24,1
2125,130,1,3016102008,Middle,24,2
2116,130,1,3016101029,Middle,8,1
2117,130,1,3016101030,Middle,8,2
2137,131,1,3016102020,Control,24,1
2138,131,1,3016102021,Control,24,2
2128,131,1,3016102011,Control,8,1
2129,131,1,3016102012,Control,8,2
2134,131,1,3016102017,High,8,1
2136,131,1,3016102019,High,8,2
2139,131,1,3016102022,Low,24,1
2140,131,1,3016102023,Low,24,2
2130,131,1,3016102013,Low,8,1
2131,131,1,3016102014,Low,8,2
2141,131,1,3016102024,Middle,24,1
2142,131,1,3016102025,Middle,24,2
2132,131,1,3016102015,Middle,8,1
2133,131,1,3016102016,Middle,8,2
2151,132,1,3016103004,Control,24,1
2152,132,1,3016103005,Control,24,2
2143,132,1,3016102026,Control,8,1
2144,132,1,3016102027,Control,8,2
2157,132,1,3016103010,High,24,1
2158,132,1,3016103011,High,24,2
2149,132,1,3016103002,High,8,1
2150,132,1,3016103003,High,8,2
2153,132,1,3016103006,Low,24,1
2154,132,1,3016103007,Low,24,2
2145,132,1,3016102028,Low,8,1
2146,132,1,3016102029,Low,8,2
2155,132,1,3016103008,Middle,24,1
2156,132,1,3016103009,Middle,24,2
2147,132,1,3016102030,Middle,8,1
2148,132,1,3016103001,Middle,8,2
2167,133,1,3016104006,Control,24,1
2168,133,1,3016104007,Control,24,2
2159,133,1,3016103028,Control,8,1
2160,133,1,3016103029,Control,8,2
2173,133,1,3016104012,High,24,1
2174,133,1,3016104013,High,24,2
2165,133,1,3016104004,High,8,1
2166,133,1,3016104005,High,8,2
2169,133,1,3016104008,Low,24,1
2170,133,1,3016104009,Low,24,2
2161,133,1,3016103030,Low,8,1
2162,133,1,3016104001,Low,8,2
2171,133,1,3016104010,Middle,24,1
2172,133,1,3016104011,Middle,24,2
2163,133,1,3016104002,Middle,8,1
2164,133,1,3016104003,Middle,8,2
2183,134,1,3016104022,Control,24,1
2184,134,1,3016104023,Control,24,2
2175,134,1,3016104014,Control,8,1
2176,134,1,3016104015,Control,8,2
2189,134,1,3016104028,High,24,1
2190,134,1,3016104029,High,24,2
2181,134,1,3016104020,High,8,1
2182,134,1,3016104021,High,8,2
2185,134,1,3016104024,Low,24,1
2186,134,1,3016104025,Low,24,2
2177,134,1,3016104016,Low,8,1
2178,134,1,3016104017,Low,8,2
2187,134,1,3016104026,Middle,24,1
2188,134,1,3016104027,Middle,24,2
2179,134,1,3016104018,Middle,8,1
2180,134,1,3016104019,Middle,8,2
2199,135,1,3016105008,Control,24,1
2200,135,1,3016105009,Control,24,2
2191,135,1,3016104030,Control,8,1
2192,135,1,3016105001,Control,8,2
2205,135,1,3016105014,High,24,1
2206,135,1,3016105015,High,24,2
2197,135,1,3016105006,High,8,1
2198,135,1,3016105007,High,8,2
2201,135,1,3016105010,Low,24,1
2202,135,1,3016105011,Low,24,2
2193,135,1,3016105002,Low,8,1
2194,135,1,3016105003,Low,8,2
2203,135,1,3016105012,Middle,24,1
2204,135,1,3016105013,Middle,24,2
2195,135,1,3016105004,Middle,8,1
2196,135,1,3016105005,Middle,8,2
2223,136,1,3016106002,Control,24,1
2224,136,1,3016106003,Control,24,2
2207,136,1,3016105016,Control,8,1
2208,136,1,3016105017,Control,8,2
2229,136,1,3016106008,High,24,1
2230,136,1,3016106009,High,24,2
2213,136,1,3016105022,High,8,1
2214,136,1,3016105023,High,8,2
2225,136,1,3016106004,Low,24,1
2226,136,1,3016106005,Low,24,2
2209,136,1,3016105018,Low,8,1
2210,136,1,3016105019,Low,8,2
2227,136,1,3016106006,Middle,24,1
2228,136,1,3016106007,Middle,24,2
2211,136,1,3016105020,Middle,8,1
2212,136,1,3016105021,Middle,8,2
2231,137,1,3016106010,Control,24,1
2232,137,1,3016106011,Control,24,2
2215,137,1,3016105024,Control,8,1
2216,137,1,3016105025,Control,8,2
2237,137,1,3016106016,High,24,1
2238,137,1,3016106017,High,24,2
2221,137,1,3016105030,High,8,1
2222,137,1,3016106001,High,8,2
2233,137,1,3016106012,Low,24,1
2234,137,1,3016106013,Low,24,2
2217,137,1,3016105026,Low,8,1
2218,137,1,3016105027,Low,8,2
2235,137,1,3016106014,Middle,24,1
2236,137,1,3016106015,Middle,24,2
2219,137,1,3016105028,Middle,8,1
2220,137,1,3016105029,Middle,8,2
2247,138,1,3016106026,Control,24,1
2248,138,1,3016106027,Control,24,2
2239,138,1,3016106018,Control,8,1
2240,138,1,3016106019,Control,8,2
2253,138,1,3016107002,High,24,1
2254,138,1,3016107003,High,24,2
2245,138,1,3016106024,High,8,1
2246,138,1,3016106025,High,8,2
2249,138,1,3016106028,Low,24,1
2250,138,1,3016106029,Low,24,2
2241,138,1,3016106020,Low,8,1
2242,138,1,3016106021,Low,8,2
2251,138,1,3016106030,Middle,24,1
2252,138,1,3016107001,Middle,24,2
2243,138,1,3016106022,Middle,8,1
2244,138,1,3016106023,Middle,8,2
2263,139,1,3016107012,Control,24,1
2264,139,1,3016107013,Control,24,2
2255,139,1,3016107004,Control,8,1
2256,139,1,3016107005,Control,8,2
2269,139,1,3016107018,High,24,1
2270,139,1,3016107019,High,24,2
2261,139,1,3016107010,High,8,1
2262,139,1,3016107011,High,8,2
2265,139,1,3016107014,Low,24,1
2266,139,1,3016107015,Low,24,2
2257,139,1,3016107006,Low,8,1
2258,139,1,3016107007,Low,8,2
2267,139,1,3016107016,Middle,24,1
2268,139,1,3016107017,Middle,24,2
2259,139,1,3016107008,Middle,8,1
2260,139,1,3016107009,Middle,8,2
2279,140,1,3016107028,Control,24,1
2280,140,1,3016107029,Control,24,2
2271,140,1,3016107020,Control,8,1
2272,140,1,3016107021,Control,8,2
2285,140,1,3016108004,High,24,1
2286,140,1,3016108005,High,24,2
2277,140,1,3016107026,High,8,1
2278,140,1,3016107027,High,8,2
2281,140,1,3016107030,Low,24,1
2282,140,1,3016108001,Low,24,2
2273,140,1,3016107022,Low,8,1
2274,140,1,3016107023,Low,8,2
2283,140,1,3016108002,Middle,24,1
2284,140,1,3016108003,Middle,24,2
2275,140,1,3016107024,Middle,8,1
2276,140,1,3016107025,Middle,8,2
2295,141,1,3016108014,Control,24,1
2296,141,1,3016108015,Control,24,2
2287,141,1,3016108006,Control,8,1
2288,141,1,3016108007,Control,8,2
2301,141,1,3016108020,High,24,1
2302,141,1,3016108021,High,24,2
2293,141,1,3016108012,High,8,1
2294,141,1,3016108013,High,8,2
2297,141,1,3016108016,Low,24,1
2298,141,1,3016108017,Low,24,2
2289,141,1,3016108008,Low,8,1
2290,141,1,3016108009,Low,8,2
2299,141,1,3016108018,Middle,24,1
2300,141,1,3016108019,Middle,24,2
2291,141,1,3016108010,Middle,8,1
2292,141,1,3016108011,Middle,8,2
2311,142,1,3016109002,Control,24,1
2312,142,1,3016109003,Control,24,2
2303,142,1,3016108022,Control,8,1
2304,142,1,3016108023,Control,8,2
2317,142,1,3016109010,High,24,1
2318,142,1,3016109011,High,24,2
2309,142,1,3016108030,High,8,1
2310,142,1,3016109001,High,8,2
2313,142,1,3016109006,Low,24,1
2314,142,1,3016109007,Low,24,2
2305,142,1,3016108026,Low,8,1
2306,142,1,3016108027,Low,8,2
2315,142,1,3016109008,Middle,24,1
2316,142,1,3016109009,Middle,24,2
2307,142,1,3016108028,Middle,8,1
2308,142,1,3016108029,Middle,8,2
2327,143,1,3016111002,Control,24,1
2328,143,1,3016111003,Control,24,2
2319,143,1,3016110022,Control,8,1
2320,143,1,3016110023,Control,8,2
2333,143,1,3016111010,High,24,1
2334,143,1,3016111011,High,24,2
2325,143,1,3016110030,High,8,1
2326,143,1,3016111001,High,8,2
